Company Name,Asset Type,Percentage Allocation,Fund Type
Lupin Ltd.,Equity,0.02%,Equity Savings
Godrej Consumer Products Ltd.,Equity,0.01%,Equity Savings
National Thermal Power Corporation Ltd.,Equity,0.00%,Equity Savings
Godrej Consumer Products Ltd.,Equity,-0.01%,Equity Savings
Tech Mahindra Ltd.,Equity,-0.02%,Equity Savings
Lupin Ltd.,Equity,-0.02%,Equity Savings
Glenmark Pharmaceuticals Ltd.,Equity,-0.02%,Equity Savings
Tata Motors Ltd.,Equity,-0.02%,Equity Savings
Bharat Electronics Ltd.,Equity,-0.03%,Equity Savings
Aditya Birla Capital Ltd.,Equity,-0.03%,Equity Savings
Interglobe Aviation Ltd.,Equity,-0.03%,Equity Savings
India Cements Ltd.,Equity,-0.03%,Equity Savings
Exide Industries Ltd.,Equity,-0.04%,Equity Savings
Current Assets,Others,-0.06%,Equity Savings
Dabur India Ltd.,Equity,-0.06%,Equity Savings
Oracle Financial Services Software Ltd.,Equity,-0.07%,Equity Savings
SBI Life Insurance Company Ltd.,Equity,-0.08%,Equity Savings
Titan Company Ltd.,Equity,-0.09%,Equity Savings
Tata Power Company Ltd.,Equity,-0.09%,Equity Savings
Samvardhana Motherson International Ltd.,Equity,-0.09%,Equity Savings
Hindalco Industries Ltd.,Equity,-0.11%,Equity Savings
Zydus Lifesciences Ltd.,Equity,-0.12%,Equity Savings
L&T Finance Holding Ltd.,Equity,-0.17%,Equity Savings
Aurobindo Pharma Ltd.,Equity,-0.17%,Equity Savings
RBL Bank Ltd.,Equity,-0.18%,Equity Savings
Bajaj Finserv Ltd.,Equity,-0.19%,Equity Savings
Tata Consultancy Services Ltd.,Equity,-0.21%,Equity Savings
Havells India Ltd.,Equity,-0.21%,Equity Savings
JSW Steel Ltd.,Equity,-0.23%,Equity Savings
Mahindra & Mahindra Ltd.,Equity,-0.24%,Equity Savings
United Spirits Ltd.,Equity,-0.26%,Equity Savings
The Federal Bank Ltd.,Equity,-0.27%,Equity Savings
Steel Authority Of India Ltd.,Equity,-0.28%,Equity Savings
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,-0.30%,Equity Savings
Reliance Industries Ltd.,Equity,-0.35%,Equity Savings
HCL Technologies Ltd.,Equity,-0.39%,Equity Savings
ITC Ltd.,Equity,-0.41%,Equity Savings
Power Finance Corporation Ltd.,Equity,-0.44%,Equity Savings
LIC Housing Finance Ltd.,Equity,-0.46%,Equity Savings
Manappuram Finance Ltd.,Equity,-0.50%,Equity Savings
DLF Ltd.,Equity,-0.60%,Equity Savings
Canara Bank,Equity,-0.64%,Equity Savings
Tata Steel Ltd.,Equity,-0.67%,Equity Savings
Jindal Steel & Power Ltd.,Equity,-0.70%,Equity Savings
Zee Entertainment Enterprises Ltd.,Equity,-0.88%,Equity Savings
Axis Bank Ltd.,Equity,-0.97%,Equity Savings
Maruti Suzuki India Ltd.,Equity,-0.99%,Equity Savings
Punjab National Bank,Equity,-1.04%,Equity Savings
Bandhan Bank Ltd.,Equity,-1.07%,Equity Savings
IDFC Ltd.,Equity,-1.40%,Equity Savings
Grasim Industries Ltd.,Equity,-1.44%,Equity Savings
NMDC Ltd.,Equity,-1.47%,Equity Savings
Ambuja Cements Ltd.,Equity,-2.02%,Equity Savings
HDFC Bank Ltd.,Equity,-2.06%,Equity Savings
Nifty,Equity,-2.18%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,-2.53%,Equity Savings
Adani Ports and Special Economic Zone Ltd.,Equity,-3.53%,Equity Savings
ICICI Bank Ltd.,Equity,-5.28%,Equity Savings
Derivative,Others,26.07%,Equity Savings
Triparty Repo,Others,21.68%,Equity Savings
LIC Nomura Mutual Fund (LIC MF Liquid Fund - Direct - Growth),Debt,11.31%,Equity Savings
Tata Steel Ltd.,Equity,6.35%,Equity Savings
ICICI Bank Ltd.,Equity,5.36%,Equity Savings
Tata Consultancy Services Ltd.,Equity,4.88%,Equity Savings
HDFC Bank Ltd.,Equity,4.47%,Equity Savings
State Bank Of India,Equity,3.54%,Equity Savings
HCL Technologies Ltd.,Equity,2.88%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,2.81%,Equity Savings
Axis Bank Ltd.,Equity,2.53%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,2.43%,Equity Savings
Grasim Industries Ltd.,Equity,2.34%,Equity Savings
Canara Bank,Equity,2.17%,Equity Savings
DCB Bank Ltd.,Equity,2.14%,Equity Savings
The Federal Bank Ltd.,Equity,2.13%,Equity Savings
Reliance Industries Ltd.,Equity,2.05%,Equity Savings
Indian Railway Catering & Tourism Corporation Ltd.,Equity,2.01%,Equity Savings
ITC Ltd.,Equity,2.00%,Equity Savings
Ultratech Cement Ltd.,Equity,1.93%,Equity Savings
Infosys Ltd.,Equity,1.70%,Equity Savings
Heidelberg Cement India Ltd.,Equity,1.65%,Equity Savings
Bharat Dynamics Ltd.,Equity,1.39%,Equity Savings
Mahindra & Mahindra Ltd.,Equity,1.11%,Equity Savings
Godrej Agrovet Ltd.,Equity,1.08%,Equity Savings
Mahindra & Mahindra Financial Services Ltd.,Equity,1.02%,Equity Savings
EIH Ltd.,Equity,1.00%,Equity Savings
Campus Activewear Ltd.,Equity,1.00%,Equity Savings
Artemis Medicare Services Ltd.,Equity,0.97%,Equity Savings
Dabur India Ltd.,Equity,0.92%,Equity Savings
Aditya Birla Fashion & Retail Ltd.,Equity,0.90%,Equity Savings
The Ramco Cements Ltd.,Equity,0.87%,Equity Savings
8.49 National Thermal Power Corporation Ltd. Mar 25 2025,Debt,0.66%,Equity Savings
Metropolis Healthcare Ltd.,Equity,0.56%,Equity Savings
Tech Mahindra Ltd.,Equity,0.49%,Equity Savings
Aavas Financiers Ltd. (Erstwhile A U Housing Finance),Equity,0.42%,Equity Savings
Bharat Electronics Ltd.,Equity,0.30%,Equity Savings
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.29%,Equity Savings
Mahindra & Mahindra Ltd.,Equity,-1.11%,Equity Savings
Net Receivables/(Payable),Others,-1.33%,Equity Savings
Infosys Ltd.,Equity,-1.71%,Equity Savings
Ultratech Cement Ltd.,Equity,-1.93%,Equity Savings
Canara Bank,Equity,-2.19%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,-2.44%,Equity Savings
Axis Bank Ltd.,Equity,-2.55%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,-2.82%,Equity Savings
Tata Consultancy Services Ltd.,Equity,-4.91%,Equity Savings
Tata Steel Ltd.,Equity,-6.40%,Equity Savings
Net Receivables/(Payable),Others,29.52%,Equity Savings
Ambuja Cements Ltd.,Equity,6.55%,Equity Savings
HDFC Bank Ltd.,Equity,3.77%,Equity Savings
Triparty Repo,Others,3.70%,Equity Savings
Bajaj Finance Ltd.,Equity,3.67%,Equity Savings
ITC Ltd.,Equity,3.22%,Equity Savings
Treasury Bill (364D),Others,3.08%,Equity Savings
ICICI Bank Ltd.,Equity,2.96%,Equity Savings
Reliance Industries Ltd.,Equity,2.95%,Equity Savings
7.37 GOI Oct 23 2028,Debt,2.83%,Equity Savings
Tech Mahindra Ltd.,Equity,2.51%,Equity Savings
7.47 Small Industries Development Bank Of India Nov 25 2025,Debt,2.32%,Equity Savings
Treasury Bill (182D),Others,2.29%,Equity Savings
Indusind Bank Ltd.,Equity,2.24%,Equity Savings
Treasury Bill (364D),Others,2.21%,Equity Savings
Treasury Bill (364D),Others,2.19%,Equity Savings
Larsen & Toubro Ltd.,Equity,2.05%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,1.97%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,1.76%,Equity Savings
National Thermal Power Corporation Ltd.,Equity,1.60%,Equity Savings
Infosys Ltd.,Equity,1.58%,Equity Savings
Hindustan Unilever Ltd.,Equity,1.54%,Equity Savings
Canara Bank,Equity,1.54%,Equity Savings
Ltimindtree Ltd.,Equity,1.39%,Equity Savings
Jindal Steel & Power Ltd.,Equity,1.22%,Equity Savings
Shree Cement Ltd.,Equity,1.21%,Equity Savings
8.2 National Bank For Agriculture & Rural Development (Nabard) Mar 16 2028,Debt,1.19%,Equity Savings
10.25 Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited) Apr 26 2024,Debt,1.17%,Equity Savings
8.95 Bharti Telecom Ltd. Dec  4 2026,Debt,1.17%,Equity Savings
7.18 GOI Aug 14 2033,Debt,1.16%,Equity Savings
6.6861 Mindspace Business Parks Reit May 17 2024,Debt,1.16%,Equity Savings
7.77 Embassy Office Parks Reit Jun  5 2025,Debt,1.16%,Equity Savings
Treasury Bill (364D),Others,1.15%,Equity Savings
Tata Consumer Products Ltd.,Equity,1.14%,Equity Savings
Coal India Ltd.,Equity,1.09%,Equity Savings
Grasim Industries Ltd.,Equity,1.01%,Equity Savings
L&T Finance Holding Ltd.,Equity,1.00%,Equity Savings
L G Balakrishnan & Bros Ltd.,Equity,0.96%,Equity Savings
GAIL (India) Ltd.,Equity,0.94%,Equity Savings
Divi Laboratories Ltd.,Equity,0.91%,Equity Savings
Asahi India Glass Ltd.,Equity,0.84%,Equity Savings
Bharat Forge Ltd.,Equity,0.81%,Equity Savings
Tata Motors - DVR - A - ORDY,Equity,0.80%,Equity Savings
SBI Life Insurance Company Ltd.,Equity,0.79%,Equity Savings
Syrma SGS Technology Ltd.,Equity,0.78%,Equity Savings
REC Ltd.,Equity,0.77%,Equity Savings
Hindalco Industries Ltd.,Equity,0.74%,Equity Savings
Nitin Spinners Ltd.,Equity,0.73%,Equity Savings
ICRA Ltd.,Equity,0.73%,Equity Savings
Dabur India Ltd.,Equity,0.71%,Equity Savings
AIA Engineering Ltd.,Equity,0.71%,Equity Savings
Havells India Ltd.,Equity,0.71%,Equity Savings
Sanghvi Movers Ltd.,Equity,0.67%,Equity Savings
Td Power Systems Ltd.,Equity,0.66%,Equity Savings
Aditya Vision Ltd.,Equity,0.66%,Equity Savings
ICICI Securities Ltd.,Equity,0.62%,Equity Savings
Persistent Systems Ltd.,Equity,0.60%,Equity Savings
6.99 GOI Apr 17 2026,Debt,0.58%,Equity Savings
8.3 TVS Credit Services Ltd. Sep 14 2025,Debt,0.58%,Equity Savings
CESC Ltd.,Equity,0.56%,Equity Savings
Escorts Kubota Ltd.,Equity,0.55%,Equity Savings
Brookfield REIT,Others,0.55%,Equity Savings
Mahindra & Mahindra Ltd.,Equity,0.51%,Equity Savings
Birlasoft Ltd.,Equity,0.50%,Equity Savings
Triveni Engineering & Industries Ltd.,Equity,0.50%,Equity Savings
KEI Industries Ltd.,Equity,0.47%,Equity Savings
7.13 Power Finance Corporation Ltd. Jul 15 2026,Debt,0.46%,Equity Savings
Tata Steel Ltd.,Equity,0.45%,Equity Savings
Archean Chemical Industries Ltd.,Equity,0.45%,Equity Savings
Inox India Ltd.,Equity,0.45%,Equity Savings
Cummins India Ltd.,Equity,0.41%,Equity Savings
Indus Towers Ltd. (Erstwhile Bharti Infratel Limited),Equity,0.37%,Equity Savings
PI Industries Ltd.,Equity,0.36%,Equity Savings
Jio Financial Services Ltd.,Equity,0.35%,Equity Savings
Voltas Ltd.,Equity,0.35%,Equity Savings
State Bank Of India,Equity,0.34%,Equity Savings
7.38 GOI Jun 20 2027,Debt,0.23%,Equity Savings
State Bank Of India,Equity,-0.34%,Equity Savings
Mahindra & Mahindra Ltd.,Equity,-0.51%,Equity Savings
Indusind Bank Ltd.,Equity,-0.52%,Equity Savings
Ltimindtree Ltd.,Equity,-0.66%,Equity Savings
Infosys Ltd.,Equity,-0.72%,Equity Savings
Hindalco Industries Ltd.,Equity,-0.75%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,-1.05%,Equity Savings
Tech Mahindra Ltd.,Equity,-1.22%,Equity Savings
Jindal Steel & Power Ltd.,Equity,-1.23%,Equity Savings
Canara Bank,Equity,-1.55%,Equity Savings
Hindustan Unilever Ltd.,Equity,-1.55%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,-1.77%,Equity Savings
ICICI Bank Ltd.,Equity,-2.98%,Equity Savings
ITC Ltd.,Equity,-3.25%,Equity Savings
Bajaj Finance Ltd.,Equity,-3.69%,Equity Savings
Ambuja Cements Ltd.,Equity,-6.61%,Equity Savings
Triparty Repo,Others,8.83%,Equity Savings
HDFC Bank Ltd.,Equity,4.22%,Equity Savings
ICICI Bank Ltd.,Equity,3.26%,Equity Savings
7.38 GOI Jun 20 2027,Debt,3.02%,Equity Savings
5.63 GOI Apr 12 2026,Debt,2.91%,Equity Savings
Reliance Industries Ltd.,Equity,2.82%,Equity Savings
State Bank Of India,Equity,2.46%,Equity Savings
7.06 GOI Apr 10 2028,Debt,2.39%,Equity Savings
Infosys Ltd.,Equity,2.33%,Equity Savings
6.54 GOI Jan 17 2032,Debt,2.30%,Equity Savings
Larsen & Toubro Ltd.,Equity,2.07%,Equity Savings
6.18 GOI Nov  4 2024,Debt,1.79%,Equity Savings
Tata Steel Ltd.,Equity,1.71%,Equity Savings
Tata Consultancy Services Ltd.,Equity,1.67%,Equity Savings
Tata Motors Ltd.,Equity,1.62%,Equity Savings
Aurobindo Pharma Ltd.,Equity,1.55%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,1.52%,Equity Savings
Ambuja Cements Ltd.,Equity,1.51%,Equity Savings
Axis Bank Ltd.,Equity,1.43%,Equity Savings
ITC Ltd.,Equity,1.37%,Equity Savings
Coal India Ltd.,Equity,1.30%,Equity Savings
7.26 GOI Feb  6 2033,Debt,1.20%,Equity Savings
Net Receivables/(Payable),Others,1.20%,Equity Savings
7.26 GOI Aug 22 2032,Debt,1.20%,Equity Savings
Sun T V Network Ltd.,Equity,1.15%,Equity Savings
Titan Company Ltd.,Equity,1.13%,Equity Savings
SBI Life Insurance Company Ltd.,Equity,1.13%,Equity Savings
Hindustan Unilever Ltd.,Equity,1.13%,Equity Savings
Hindustan Aeronautics Ltd.,Equity,1.09%,Equity Savings
Jindal Steel & Power Ltd.,Equity,0.97%,Equity Savings
9 Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited) Jun 24 2024,Debt,0.90%,Equity Savings
7.85 Bajaj Housing Finance Ltd. Sep  1 2028,Debt,0.89%,Equity Savings
Bharti Airtel Ltd.,Equity,0.86%,Equity Savings
Bank Of Baroda,Equity,0.83%,Equity Savings
Dr Reddys Laboratories Ltd.,Equity,0.82%,Equity Savings
National Thermal Power Corporation Ltd.,Equity,0.82%,Equity Savings
Dixon Technologies (India) Ltd.,Equity,0.82%,Equity Savings
Hindustan Petroleum Corporation Ltd.,Equity,0.81%,Equity Savings
Tech Mahindra Ltd.,Equity,0.79%,Equity Savings
Ashok Leyland Ltd.,Equity,0.78%,Equity Savings
Adani Ports and Special Economic Zone Ltd.,Equity,0.76%,Equity Savings
Td Power Systems Ltd.,Equity,0.74%,Equity Savings
Grasim Industries Ltd.,Equity,0.73%,Equity Savings
ICICI Lombard General Insurance Company Ltd.,Equity,0.72%,Equity Savings
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.72%,Equity Savings
DLF Ltd.,Equity,0.70%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,0.68%,Equity Savings
Tata Power Company Ltd.,Equity,0.67%,Equity Savings
ABB India Ltd.,Equity,0.66%,Equity Savings
Aditya Birla Capital Ltd.,Equity,0.66%,Equity Savings
Balrampur Chini Mills Ltd.,Equity,0.63%,Equity Savings
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,0.63%,Equity Savings
Interglobe Aviation Ltd.,Equity,0.63%,Equity Savings
Hero Motocorp Ltd.,Equity,0.62%,Equity Savings
Treasury Bill (364D),Others,0.60%,Equity Savings
Treasury Bill (182D),Others,0.59%,Equity Savings
Treasury Bill (182D),Others,0.59%,Equity Savings
Zee Entertainment Enterprises Ltd.,Equity,0.58%,Equity Savings
6.92 REC Ltd. Mar 20 2032,Debt,0.57%,Equity Savings
Tata Technologies Ltd.,Equity,0.57%,Equity Savings
Go Fashion (India) Ltd.,Equity,0.52%,Equity Savings
IIFL Finance Ltd. (Erstwhile India Infoline Finance Limited),Equity,0.52%,Equity Savings
RBL Bank Ltd.,Equity,0.50%,Equity Savings
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.49%,Equity Savings
Craftsman Automation Ltd.,Equity,0.45%,Equity Savings
Maruti Suzuki India Ltd.,Equity,0.45%,Equity Savings
Oil & Natural Gas Corporation Ltd.,Equity,0.44%,Equity Savings
TVS Motor Company Ltd.,Equity,0.43%,Equity Savings
The Federal Bank Ltd.,Equity,0.43%,Equity Savings
Gujarat State Petronet Ltd.,Equity,0.43%,Equity Savings
JSW Steel Ltd.,Equity,0.41%,Equity Savings
Indusind Bank Ltd.,Equity,0.41%,Equity Savings
Fusion Micro Finance Ltd.,Equity,0.41%,Equity Savings
MTAR Technologies Ltd.,Equity,0.40%,Equity Savings
Yatra Online Ltd.,Equity,0.37%,Equity Savings
Electronics Mart India Ltd.,Equity,0.36%,Equity Savings
Max Financial Services Ltd.,Equity,0.35%,Equity Savings
HCL Technologies Ltd.,Equity,0.34%,Equity Savings
Delhivery Ltd.,Equity,0.34%,Equity Savings
Kajaria Ceramics Ltd.,Equity,0.33%,Equity Savings
Zomato Ltd.,Equity,0.33%,Equity Savings
Torrent Pharmaceuticals Ltd.,Equity,0.32%,Equity Savings
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.32%,Equity Savings
Bharat Electronics Ltd.,Equity,0.32%,Equity Savings
Hindalco Industries Ltd.,Equity,0.31%,Equity Savings
Prince Pipes & Fittings Ltd.,Equity,0.30%,Equity Savings
Avalon Technologies Ltd,Equity,0.30%,Equity Savings
Mphasis Ltd.,Equity,0.29%,Equity Savings
Zydus Lifesciences Ltd.,Equity,0.28%,Equity Savings
Krishna Institute of Medical Sciences Ltd.,Equity,0.27%,Equity Savings
Wipro Ltd.,Equity,0.27%,Equity Savings
LIC Housing Finance Ltd.,Equity,0.27%,Equity Savings
Godrej Consumer Products Ltd.,Equity,0.27%,Equity Savings
IDFC Ltd.,Equity,0.24%,Equity Savings
Cholamandalam Financial Holdings Ltd.,Equity,0.24%,Equity Savings
Havells India Ltd.,Equity,0.24%,Equity Savings
Sona Blw Precision Forgings Ltd.,Equity,0.24%,Equity Savings
Canara Bank,Equity,0.24%,Equity Savings
Westlife Foodworld Ltd.,Equity,0.24%,Equity Savings
Greenply Industries Ltd.,Equity,0.23%,Equity Savings
KFIN Technologies Ltd.,Equity,0.22%,Equity Savings
Dabur India Ltd.,Equity,0.22%,Equity Savings
Vinati Organics Ltd.,Equity,0.21%,Equity Savings
Eicher Motors Ltd.,Equity,0.20%,Equity Savings
Piramal Enterprises Ltd.,Equity,0.19%,Equity Savings
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.16%,Equity Savings
Ultratech Cement Ltd.,Equity,0.16%,Equity Savings
United Spirits Ltd.,Equity,0.15%,Equity Savings
Britannia Industries Ltd.,Equity,0.14%,Equity Savings
Tatva Chintan Pharma Chem Ltd.,Equity,0.14%,Equity Savings
IDEAForge Technology Ltd.,Equity,0.13%,Equity Savings
PI Industries Ltd.,Equity,0.13%,Equity Savings
Dalmia Bharat Ltd.,Equity,0.11%,Equity Savings
Emami Ltd.,Equity,0.07%,Equity Savings
Bajaj Finserv Ltd.,Equity,0.07%,Equity Savings
One 97 Communications Ltd.,Equity,0.06%,Equity Savings
Gateway Distriparks Ltd.,Equity,0.05%,Equity Savings
Godrej Properties Ltd.,Equity,0.05%,Equity Savings
Nestle India Ltd.,Equity,0.02%,Equity Savings
Derivative,Others,49.00%,Equity Savings
Larsen & Toubro Ltd.,Equity,7.60%,Equity Savings
7.26 GOI Feb  6 2033,Debt,7.26%,Equity Savings
Triparty Repo,Others,6.14%,Equity Savings
Coal India Ltd.,Equity,5.43%,Equity Savings
Grasim Industries Ltd.,Equity,5.01%,Equity Savings
Reliance Industries Ltd.,Equity,4.22%,Equity Savings
Cash Margin,Debt,3.89%,Equity Savings
HDFC Bank Ltd.,Equity,3.88%,Equity Savings
Hindustan Unilever Ltd.,Equity,3.76%,Equity Savings
Power Grid Corporation Of India Ltd.,Equity,3.04%,Equity Savings
HCL Technologies Ltd.,Equity,2.90%,Equity Savings
7.26 GOI Aug 22 2032,Debt,2.90%,Equity Savings
5.74 GOI Nov 15 2026,Debt,2.79%,Equity Savings
ICICI Bank Ltd.,Equity,2.67%,Equity Savings
Tata Steel Ltd.,Equity,2.47%,Equity Savings
ITC Ltd.,Equity,2.28%,Equity Savings
Maruti Suzuki India Ltd.,Equity,2.05%,Equity Savings
Ultratech Cement Ltd.,Equity,1.85%,Equity Savings
Indusind Bank Ltd.,Equity,1.83%,Equity Savings
Infosys Ltd.,Equity,1.65%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,1.61%,Equity Savings
7.83 Small Industries Development Bank Of India Nov 24 2028,Debt,1.45%,Equity Savings
Bandhan Bank Ltd.,Equity,1.45%,Equity Savings
8.8 Manappuram Finance Ltd. Sep 29 2025,Debt,1.44%,Equity Savings
7.79 HDFC Bank Ltd. Mar  4 2025,Debt,1.44%,Equity Savings
7.44 REC Ltd. Apr 30 2026,Debt,1.44%,Equity Savings
Asian Paints Ltd.,Equity,1.40%,Equity Savings
Axis Bank Ltd.,Equity,1.27%,Equity Savings
Canara Bank,Equity,1.23%,Equity Savings
Bharti Airtel Ltd.,Equity,1.07%,Equity Savings
State Bank Of India,Equity,1.02%,Equity Savings
Aditya Birla Fashion & Retail Ltd.,Equity,0.97%,Equity Savings
LIC Housing Finance Ltd.,Equity,0.93%,Equity Savings
Tata Motors Ltd.,Equity,0.90%,Equity Savings
Tata Consultancy Services Ltd.,Equity,0.86%,Equity Savings
Jupiter Life Line Hospitals Ltd.,Equity,0.82%,Equity Savings
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.82%,Equity Savings
Steel Authority Of India Ltd.,Equity,0.77%,Equity Savings
National Thermal Power Corporation Ltd.,Equity,0.72%,Equity Savings
DLF Ltd.,Equity,0.69%,Equity Savings
Mahindra & Mahindra Ltd.,Equity,0.63%,Equity Savings
NMDC Ltd.,Equity,0.61%,Equity Savings
Dabur India Ltd.,Equity,0.48%,Equity Savings
Max Financial Services Ltd.,Equity,0.44%,Equity Savings
Jindal Steel & Power Ltd.,Equity,0.43%,Equity Savings
Current Assets,Others,0.36%,Equity Savings
JSW Steel Ltd.,Equity,0.34%,Equity Savings
HDFC Life Insurance Company Ltd.,Equity,0.28%,Equity Savings
Tech Mahindra Ltd.,Equity,0.26%,Equity Savings
Bharat Electronics Ltd.,Equity,0.12%,Equity Savings
Bharti Airtel Ltd.,Equity,0.11%,Equity Savings
Wipro Ltd.,Equity,0.02%,Equity Savings
Wipro Ltd.,Equity,-0.02%,Equity Savings
Bharat Electronics Ltd.,Equity,-0.12%,Equity Savings
JSW Steel Ltd.,Equity,-0.35%,Equity Savings
Dabur India Ltd.,Equity,-0.49%,Equity Savings
Mahindra & Mahindra Ltd.,Equity,-0.63%,Equity Savings
DLF Ltd.,Equity,-0.70%,Equity Savings
Infosys Ltd.,Equity,-0.72%,Equity Savings
Steel Authority Of India Ltd.,Equity,-0.78%,Equity Savings
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,-0.82%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,-0.85%,Equity Savings
Canara Bank,Equity,-1.24%,Equity Savings
Asian Paints Ltd.,Equity,-1.41%,Equity Savings
ITC Ltd.,Equity,-1.42%,Equity Savings
ICICI Bank Ltd.,Equity,-1.44%,Equity Savings
Bandhan Bank Ltd.,Equity,-1.46%,Equity Savings
HDFC Bank Ltd.,Equity,-1.78%,Equity Savings
Indusind Bank Ltd.,Equity,-1.84%,Equity Savings
Ultratech Cement Ltd.,Equity,-1.85%,Equity Savings
Maruti Suzuki India Ltd.,Equity,-2.07%,Equity Savings
Tata Steel Ltd.,Equity,-2.08%,Equity Savings
HCL Technologies Ltd.,Equity,-2.76%,Equity Savings
Power Grid Corporation Of India Ltd.,Equity,-3.06%,Equity Savings
Hindustan Unilever Ltd.,Equity,-3.09%,Equity Savings
Reliance Industries Ltd.,Equity,-3.27%,Equity Savings
Grasim Industries Ltd.,Equity,-3.93%,Equity Savings
Coal India Ltd.,Equity,-4.60%,Equity Savings
Larsen & Toubro Ltd.,Equity,-6.22%,Equity Savings
Net Receivables/(Payable),Others,54.99%,Equity Savings
Triparty Repo,Others,7.79%,Equity Savings
HDFC Bank Ltd.,Equity,7.65%,Equity Savings
Bajaj Finance Ltd.,Equity,7.59%,Equity Savings
5.63 GOI Apr 12 2026,Debt,6.74%,Equity Savings
JSW Steel Ltd.,Equity,6.10%,Equity Savings
ICICI Bank Ltd.,Equity,5.34%,Equity Savings
Treasury Bill (364D),Others,5.28%,Equity Savings
Tech Mahindra Ltd.,Equity,4.90%,Equity Savings
Grasim Industries Ltd.,Equity,4.56%,Equity Savings
Ambuja Cements Ltd.,Equity,4.31%,Equity Savings
6.54 GOI Jan 17 2032,Debt,4.11%,Equity Savings
NMDC Ltd.,Equity,4.04%,Equity Savings
