Company Name,Asset Type,Percentage Allocation,Portfolio Date,Scheme Name,Fund Type
TVS Motor Company Ltd.,Equity,0.43%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
The Federal Bank Ltd.,Equity,0.43%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Gujarat State Petronet Ltd.,Equity,0.43%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
JSW Steel Ltd.,Equity,0.41%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Indusind Bank Ltd.,Equity,0.41%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Fusion Micro Finance Ltd.,Equity,0.41%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
MTAR Technologies Ltd.,Equity,0.40%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Yatra Online Ltd.,Equity,0.37%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Electronics Mart India Ltd.,Equity,0.36%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Max Financial Services Ltd.,Equity,0.35%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
HCL Technologies Ltd.,Equity,0.34%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Delhivery Ltd.,Equity,0.34%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Kajaria Ceramics Ltd.,Equity,0.33%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Zomato Ltd.,Equity,0.33%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Torrent Pharmaceuticals Ltd.,Equity,0.32%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.32%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Bharat Electronics Ltd.,Equity,0.32%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Hindalco Industries Ltd.,Equity,0.31%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Prince Pipes & Fittings Ltd.,Equity,0.30%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Avalon Technologies Ltd,Equity,0.30%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Mphasis Ltd.,Equity,0.29%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Zydus Lifesciences Ltd.,Equity,0.28%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Krishna Institute of Medical Sciences Ltd.,Equity,0.27%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Wipro Ltd.,Equity,0.27%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
LIC Housing Finance Ltd.,Equity,0.27%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Godrej Consumer Products Ltd.,Equity,0.27%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
IDFC Ltd.,Equity,0.24%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Cholamandalam Financial Holdings Ltd.,Equity,0.24%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Havells India Ltd.,Equity,0.24%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Sona Blw Precision Forgings Ltd.,Equity,0.24%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Canara Bank,Equity,0.24%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Westlife Foodworld Ltd.,Equity,0.24%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Greenply Industries Ltd.,Equity,0.23%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
KFIN Technologies Ltd.,Equity,0.22%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Dabur India Ltd.,Equity,0.22%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Vinati Organics Ltd.,Equity,0.21%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Eicher Motors Ltd.,Equity,0.20%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Piramal Enterprises Ltd.,Equity,0.19%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.16%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Ultratech Cement Ltd.,Equity,0.16%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
United Spirits Ltd.,Equity,0.15%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Britannia Industries Ltd.,Equity,0.14%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Tatva Chintan Pharma Chem Ltd.,Equity,0.14%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
IDEAForge Technology Ltd.,Equity,0.13%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
PI Industries Ltd.,Equity,0.13%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Dalmia Bharat Ltd.,Equity,0.11%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Emami Ltd.,Equity,0.07%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Bajaj Finserv Ltd.,Equity,0.07%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
One 97 Communications Ltd.,Equity,0.06%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Gateway Distriparks Ltd.,Equity,0.05%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Godrej Properties Ltd.,Equity,0.05%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Nestle India Ltd.,Equity,0.02%,31/12/2023,Mirae Asset Equity Savings Fund,Equity Savings
Derivative,Others,49.00%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Larsen & Toubro Ltd.,Equity,7.60%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
7.26 GOI Feb  6 2033,Debt,7.26%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Triparty Repo,Others,6.14%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Coal India Ltd.,Equity,5.43%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Grasim Industries Ltd.,Equity,5.01%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Reliance Industries Ltd.,Equity,4.22%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Cash Margin,Debt,3.89%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
HDFC Bank Ltd.,Equity,3.88%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Hindustan Unilever Ltd.,Equity,3.76%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Power Grid Corporation Of India Ltd.,Equity,3.04%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
HCL Technologies Ltd.,Equity,2.90%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
7.26 GOI Aug 22 2032,Debt,2.90%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
5.74 GOI Nov 15 2026,Debt,2.79%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
ICICI Bank Ltd.,Equity,2.67%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Tata Steel Ltd.,Equity,2.47%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
ITC Ltd.,Equity,2.28%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Maruti Suzuki India Ltd.,Equity,2.05%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Ultratech Cement Ltd.,Equity,1.85%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Indusind Bank Ltd.,Equity,1.83%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Infosys Ltd.,Equity,1.65%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,1.61%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
7.83 Small Industries Development Bank Of India Nov 24 2028,Debt,1.45%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Bandhan Bank Ltd.,Equity,1.45%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
8.8 Manappuram Finance Ltd. Sep 29 2025,Debt,1.44%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
7.79 HDFC Bank Ltd. Mar  4 2025,Debt,1.44%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
7.44 REC Ltd. Apr 30 2026,Debt,1.44%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Asian Paints Ltd.,Equity,1.40%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Axis Bank Ltd.,Equity,1.27%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Canara Bank,Equity,1.23%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Bharti Airtel Ltd.,Equity,1.07%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
State Bank Of India,Equity,1.02%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Aditya Birla Fashion & Retail Ltd.,Equity,0.97%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
LIC Housing Finance Ltd.,Equity,0.93%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Tata Motors Ltd.,Equity,0.90%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Tata Consultancy Services Ltd.,Equity,0.86%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Jupiter Life Line Hospitals Ltd.,Equity,0.82%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,0.82%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Steel Authority Of India Ltd.,Equity,0.77%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
National Thermal Power Corporation Ltd.,Equity,0.72%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
DLF Ltd.,Equity,0.69%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Mahindra & Mahindra Ltd.,Equity,0.63%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
NMDC Ltd.,Equity,0.61%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Dabur India Ltd.,Equity,0.48%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Max Financial Services Ltd.,Equity,0.44%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Jindal Steel & Power Ltd.,Equity,0.43%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Current Assets,Others,0.36%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
JSW Steel Ltd.,Equity,0.34%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
HDFC Life Insurance Company Ltd.,Equity,0.28%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Tech Mahindra Ltd.,Equity,0.26%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Bharat Electronics Ltd.,Equity,0.12%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Bharti Airtel Ltd.,Equity,0.11%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Wipro Ltd.,Equity,0.02%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Wipro Ltd.,Equity,-0.02%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Bharat Electronics Ltd.,Equity,-0.12%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
JSW Steel Ltd.,Equity,-0.35%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Dabur India Ltd.,Equity,-0.49%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Mahindra & Mahindra Ltd.,Equity,-0.63%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
DLF Ltd.,Equity,-0.70%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Infosys Ltd.,Equity,-0.72%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Steel Authority Of India Ltd.,Equity,-0.78%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
UPL Ltd. (Erstwhile United Phosphorus Ltd.),Equity,-0.82%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,-0.85%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Canara Bank,Equity,-1.24%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Asian Paints Ltd.,Equity,-1.41%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
ITC Ltd.,Equity,-1.42%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
ICICI Bank Ltd.,Equity,-1.44%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Bandhan Bank Ltd.,Equity,-1.46%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
HDFC Bank Ltd.,Equity,-1.78%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Indusind Bank Ltd.,Equity,-1.84%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Ultratech Cement Ltd.,Equity,-1.85%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Maruti Suzuki India Ltd.,Equity,-2.07%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Tata Steel Ltd.,Equity,-2.08%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
HCL Technologies Ltd.,Equity,-2.76%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Power Grid Corporation Of India Ltd.,Equity,-3.06%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Hindustan Unilever Ltd.,Equity,-3.09%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Reliance Industries Ltd.,Equity,-3.27%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Grasim Industries Ltd.,Equity,-3.93%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Coal India Ltd.,Equity,-4.60%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Larsen & Toubro Ltd.,Equity,-6.22%,31/12/2023,Nippon India Equity Savings Fund,Equity Savings
Net Receivables/(Payable),Others,54.99%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Triparty Repo,Others,7.79%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
HDFC Bank Ltd.,Equity,7.65%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Bajaj Finance Ltd.,Equity,7.59%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
5.63 GOI Apr 12 2026,Debt,6.74%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
JSW Steel Ltd.,Equity,6.10%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
ICICI Bank Ltd.,Equity,5.34%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Treasury Bill (364D),Others,5.28%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Tech Mahindra Ltd.,Equity,4.90%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Grasim Industries Ltd.,Equity,4.56%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Ambuja Cements Ltd.,Equity,4.31%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
6.54 GOI Jan 17 2032,Debt,4.11%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
NMDC Ltd.,Equity,4.04%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Dabur India Ltd.,Equity,3.65%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
7.38 GOI Jun 20 2027,Debt,3.24%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Tata Steel Ltd.,Equity,2.79%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Adani Ports and Special Economic Zone Ltd.,Equity,2.19%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
The Federal Bank Ltd.,Equity,1.75%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
8.28 GOI Sep 21 2027,Debt,1.11%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Zee Entertainment Enterprises Ltd.,Equity,1.06%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Reliance Industries Ltd.,Equity,1.05%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Godrej Consumer Products Ltd.,Equity,0.97%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
ICICI Prudential Life Insurance Company Ltd.,Equity,0.94%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Axis Bank Ltd.,Equity,0.89%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Havells India Ltd.,Equity,0.86%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Ultratech Cement Ltd.,Equity,0.83%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Infosys Ltd.,Equity,0.69%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Bharti Airtel Ltd.,Equity,0.66%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Ltimindtree Ltd.,Equity,0.61%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Coforge Ltd.,Equity,0.59%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Max Healthcare Institute Ltd.,Equity,0.57%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Varun Beverages Ltd.,Equity,0.56%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Hindustan Unilever Ltd.,Equity,0.54%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Larsen & Toubro Ltd.,Equity,0.54%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Avenue Supermarts Ltd.,Equity,0.52%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Maruti Suzuki India Ltd.,Equity,0.50%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
PI Industries Ltd.,Equity,0.47%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,0.38%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Cholamandalam Investment & Finance Company Ltd.,Equity,0.38%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Mankind Pharma Ltd.,Equity,0.36%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Titan Company Ltd.,Equity,0.35%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
ICICI Lombard General Insurance Company Ltd.,Equity,0.33%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
JB Chemicals & Pharmaceuticals Ltd.,Equity,0.32%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Tube Investments Of India Ltd.,Equity,0.28%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Indraprastha Gas Ltd.,Equity,0.27%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Mahindra & Mahindra Ltd.,Equity,0.24%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
L&T Technology Services Ltd.,Equity,0.22%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
CG Power & Industrial Solutions Ltd.,Equity,0.21%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Interglobe Aviation Ltd.,Equity,0.21%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
SRF Ltd.,Equity,0.19%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
United Spirits Ltd.,Equity,0.18%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Motherson Sumi Wiring India Ltd.,Equity,0.13%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Zomato Ltd.,Equity,0.11%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Canfin Homes Ltd.,Equity,0.08%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Piramal Enterprises Ltd.,Equity,0.07%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Piramal Enterprises Ltd.,Equity,-0.08%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Canfin Homes Ltd.,Equity,-0.08%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Havells India Ltd.,Equity,-0.74%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
ICICI Prudential Life Insurance Company Ltd.,Equity,-0.95%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Godrej Consumer Products Ltd.,Equity,-0.97%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Zee Entertainment Enterprises Ltd.,Equity,-1.07%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
The Federal Bank Ltd.,Equity,-1.77%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Adani Ports and Special Economic Zone Ltd.,Equity,-2.21%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Tata Steel Ltd.,Equity,-2.81%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Dabur India Ltd.,Equity,-3.68%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
ICICI Bank Ltd.,Equity,-3.84%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
NMDC Ltd.,Equity,-4.06%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Ambuja Cements Ltd.,Equity,-4.36%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Grasim Industries Ltd.,Equity,-4.60%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Tech Mahindra Ltd.,Equity,-4.94%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
HDFC Bank Ltd.,Equity,-6.07%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
JSW Steel Ltd.,Equity,-6.15%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Bajaj Finance Ltd.,Equity,-6.91%,31/12/2023,PGIM India Equity Savings Fund,Equity Savings
Derivative,Others,30.02%,31/12/2023,SBI Equity Savings Fund,Equity Savings
Triparty Repo,Others,8.63%,31/12/2023,SBI Equity Savings Fund,Equity Savings
HDFC Bank Ltd.,Equity,6.00%,31/12/2023,SBI Equity Savings Fund,Equity Savings
7.38 GOI Jun 20 2027,Debt,4.59%,31/12/2023,SBI Equity Savings Fund,Equity Savings
ICICI Bank Ltd.,Equity,4.28%,31/12/2023,SBI Equity Savings Fund,Equity Savings
7.18 GOI Aug 14 2033,Debt,2.85%,31/12/2023,SBI Equity Savings Fund,Equity Savings
Reliance Industries Ltd.,Equity,2.03%,31/12/2023,SBI Equity Savings Fund,Equity Savings
Bharat Heavy Electricals Ltd.,Equity,1.99%,31/12/2023,SBI Equity Savings Fund,Equity Savings
Larsen & Toubro Ltd.,Equity,1.76%,31/12/2023,SBI Equity Savings Fund,Equity Savings
Adani Ports and Special Economic Zone Ltd.,Equity,1.71%,31/12/2023,SBI Equity Savings Fund,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,1.61%,31/12/2023,SBI Equity Savings Fund,Equity Savings
CUBE HIGHWAYS TRUST,Others,1.51%,31/12/2023,SBI Equity Savings Fund,Equity Savings
8.43 PNB Housing Finance Ltd. Mar 14 2025,Debt,1.43%,31/12/2023,SBI Equity Savings Fund,Equity Savings
8.78 Muthoot Finance Ltd. May 20 2027,Debt,1.42%,31/12/2023,SBI Equity Savings Fund,Equity Savings
8.24 Citicorp Finance India Ltd. Mar  1 2025,Debt,1.42%,31/12/2023,SBI Equity Savings Fund,Equity Savings
7.75 Tata Communications Ltd. Aug 29 2026,Debt,1.42%,31/12/2023,SBI Equity Savings Fund,Equity Savings
Jm Financial Services Ltd. (137D),Others,1.41%,31/12/2023,SBI Equity Savings Fund,Equity Savings
