Company Name,Asset Type,Percentage Allocation,Fund Type
GAIL (India) Ltd.,Equity,0.58%,Equity Savings
National Thermal Power Corporation Ltd.,Equity,0.57%,Equity Savings
Power Finance Corporation Ltd.,Equity,0.54%,Equity Savings
United Spirits Ltd.,Equity,0.47%,Equity Savings
Tata Consultancy Services Ltd.,Equity,0.40%,Equity Savings
Balrampur Chini Mills Ltd.,Equity,0.39%,Equity Savings
RBL Bank Ltd.,Equity,0.37%,Equity Savings
Hindustan Petroleum Corporation Ltd.,Equity,0.37%,Equity Savings
Bharat Heavy Electricals Ltd.,Equity,0.36%,Equity Savings
ICICI Prudential Life Insurance Company Ltd.,Equity,0.36%,Equity Savings
Vedanta Ltd.,Equity,0.35%,Equity Savings
Bank Of Baroda,Equity,0.34%,Equity Savings
Indian Railway Catering & Tourism Corporation Ltd.,Equity,0.33%,Equity Savings
Steel Authority Of India Ltd.,Equity,0.33%,Equity Savings
Apollo Hospitals Enterprise Ltd.,Equity,0.33%,Equity Savings
Dr Reddys Laboratories Ltd.,Equity,0.29%,Equity Savings
Dixon Technologies (India) Ltd.,Equity,0.25%,Equity Savings
Biocon Ltd.,Equity,0.25%,Equity Savings
State Bank Of India,Equity,0.24%,Equity Savings
DLF Ltd.,Equity,0.24%,Equity Savings
Canara Bank,Equity,0.24%,Equity Savings
Tata Motors Ltd.,Equity,0.24%,Equity Savings
Mahanagar Gas Ltd.,Equity,0.22%,Equity Savings
Godrej Consumer Products Ltd.,Equity,0.20%,Equity Savings
Aarti Industries Ltd.,Equity,0.19%,Equity Savings
Aurobindo Pharma Ltd.,Equity,0.15%,Equity Savings
Divi Laboratories Ltd.,Equity,0.15%,Equity Savings
Aditya Birla Capital Ltd.,Equity,0.14%,Equity Savings
Nifty,Equity,0.13%,Equity Savings
Bajaj Finserv Ltd.,Equity,0.12%,Equity Savings
Adani Ports and Special Economic Zone Ltd.,Equity,0.11%,Equity Savings
Titan Company Ltd.,Equity,0.09%,Equity Savings
Oberoi Realty Ltd.,Equity,0.09%,Equity Savings
Dr Lal PathLabs Ltd.,Equity,0.09%,Equity Savings
Havells India Ltd.,Equity,0.09%,Equity Savings
Nifty,Equity,0.07%,Equity Savings
Zydus Lifesciences Ltd.,Equity,0.06%,Equity Savings
Maruti Suzuki India Ltd.,Equity,0.06%,Equity Savings
Tata Power Company Ltd.,Equity,0.06%,Equity Savings
Bajaj Auto Ltd.,Equity,0.05%,Equity Savings
Manappuram Finance Ltd.,Equity,0.05%,Equity Savings
Asian Paints Ltd.,Equity,0.05%,Equity Savings
The Indian Hotels Company Ltd.,Equity,0.04%,Equity Savings
Gujarat Gas Ltd.,Equity,0.04%,Equity Savings
Pidilite Industries Ltd.,Equity,0.04%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,0.04%,Equity Savings
Grasim Industries Ltd.,Equity,0.04%,Equity Savings
LIC Housing Finance Ltd.,Equity,0.03%,Equity Savings
Dabur India Ltd.,Equity,0.03%,Equity Savings
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Equity,0.02%,Equity Savings
Tata Consumer Products Ltd.,Equity,0.02%,Equity Savings
Piramal Enterprises Ltd.,Equity,0.02%,Equity Savings
JSW Steel Ltd.,Equity,0.02%,Equity Savings
Sun T V Network Ltd.,Equity,0.01%,Equity Savings
PI Industries Ltd.,Equity,0.01%,Equity Savings
PI Industries Ltd.,Equity,-0.01%,Equity Savings
Sun T V Network Ltd.,Equity,-0.01%,Equity Savings
JSW Steel Ltd.,Equity,-0.02%,Equity Savings
Piramal Enterprises Ltd.,Equity,-0.02%,Equity Savings
Tata Consumer Products Ltd.,Equity,-0.02%,Equity Savings
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Equity,-0.02%,Equity Savings
Dabur India Ltd.,Equity,-0.03%,Equity Savings
LIC Housing Finance Ltd.,Equity,-0.03%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,-0.03%,Equity Savings
Grasim Industries Ltd.,Equity,-0.04%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,-0.04%,Equity Savings
Pidilite Industries Ltd.,Equity,-0.04%,Equity Savings
Gujarat Gas Ltd.,Equity,-0.04%,Equity Savings
The Indian Hotels Company Ltd.,Equity,-0.04%,Equity Savings
Asian Paints Ltd.,Equity,-0.05%,Equity Savings
Manappuram Finance Ltd.,Equity,-0.05%,Equity Savings
Bajaj Auto Ltd.,Equity,-0.05%,Equity Savings
Tata Power Company Ltd.,Equity,-0.06%,Equity Savings
Maruti Suzuki India Ltd.,Equity,-0.06%,Equity Savings
Zydus Lifesciences Ltd.,Equity,-0.06%,Equity Savings
ICICI Lombard General Insurance Company Ltd.,Equity,-0.06%,Equity Savings
Havells India Ltd.,Equity,-0.09%,Equity Savings
Dr Lal PathLabs Ltd.,Equity,-0.09%,Equity Savings
Oberoi Realty Ltd.,Equity,-0.09%,Equity Savings
Titan Company Ltd.,Equity,-0.09%,Equity Savings
Adani Ports and Special Economic Zone Ltd.,Equity,-0.12%,Equity Savings
ICICI Bank Ltd.,Equity,-0.12%,Equity Savings
Bajaj Finserv Ltd.,Equity,-0.12%,Equity Savings
Aditya Birla Capital Ltd.,Equity,-0.14%,Equity Savings
Divi Laboratories Ltd.,Equity,-0.15%,Equity Savings
Aurobindo Pharma Ltd.,Equity,-0.15%,Equity Savings
Bajaj Finance Ltd.,Equity,-0.18%,Equity Savings
Aarti Industries Ltd.,Equity,-0.19%,Equity Savings
Godrej Consumer Products Ltd.,Equity,-0.20%,Equity Savings
Mahanagar Gas Ltd.,Equity,-0.22%,Equity Savings
Tata Motors Ltd.,Equity,-0.24%,Equity Savings
Canara Bank,Equity,-0.24%,Equity Savings
DLF Ltd.,Equity,-0.24%,Equity Savings
State Bank Of India,Equity,-0.25%,Equity Savings
Biocon Ltd.,Equity,-0.25%,Equity Savings
Dixon Technologies (India) Ltd.,Equity,-0.25%,Equity Savings
Dr Reddys Laboratories Ltd.,Equity,-0.30%,Equity Savings
Apollo Hospitals Enterprise Ltd.,Equity,-0.33%,Equity Savings
Steel Authority Of India Ltd.,Equity,-0.33%,Equity Savings
Indian Railway Catering & Tourism Corporation Ltd.,Equity,-0.34%,Equity Savings
Bank Of Baroda,Equity,-0.35%,Equity Savings
Vedanta Ltd.,Equity,-0.35%,Equity Savings
ICICI Prudential Life Insurance Company Ltd.,Equity,-0.36%,Equity Savings
Bharat Heavy Electricals Ltd.,Equity,-0.36%,Equity Savings
Hindustan Petroleum Corporation Ltd.,Equity,-0.37%,Equity Savings
RBL Bank Ltd.,Equity,-0.38%,Equity Savings
Balrampur Chini Mills Ltd.,Equity,-0.40%,Equity Savings
Tata Consultancy Services Ltd.,Equity,-0.41%,Equity Savings
United Spirits Ltd.,Equity,-0.47%,Equity Savings
GAIL (India) Ltd.,Equity,-0.59%,Equity Savings
Vodafone Idea Ltd.,Equity,-0.65%,Equity Savings
Punjab National Bank,Equity,-0.72%,Equity Savings
India Cements Ltd.,Equity,-0.84%,Equity Savings
Adani Enterprises Ltd.,Equity,-0.96%,Equity Savings
Ambuja Cements Ltd.,Equity,-1.00%,Equity Savings
Bandhan Bank Ltd.,Equity,-1.03%,Equity Savings
NMDC Ltd.,Equity,-1.11%,Equity Savings
Hindustan Copper Ltd.,Equity,-1.22%,Equity Savings
Vodafone Idea Ltd.,Equity,-1.68%,Equity Savings
Indus Towers Ltd. (Erstwhile Bharti Infratel Limited),Equity,-1.81%,Equity Savings
Net Receivables/(Payable),Others,-2.03%,Equity Savings
Zee Entertainment Enterprises Ltd.,Equity,-2.06%,Equity Savings
HDFC Bank Ltd.,Equity,-2.24%,Equity Savings
Jindal Steel & Power Ltd.,Equity,-2.29%,Equity Savings
IDFC Ltd.,Equity,-2.36%,Equity Savings
Reliance Industries Ltd.,Equity,-4.67%,Equity Savings
Derivative,Others,41.90%,Equity Savings
CBLO(CCIL),Others,18.46%,Equity Savings
5.63 GOI Apr 12 2026,Debt,7.36%,Equity Savings
ICICI Bank Ltd.,Equity,4.88%,Equity Savings
Adani Ports and Special Economic Zone Ltd.,Equity,4.70%,Equity Savings
Ambuja Cements Ltd.,Equity,4.65%,Equity Savings
Edelweiss Mutual Fund (Edelweiss Liquid Fund - Direct - Growth),Debt,4.13%,Equity Savings
Zee Entertainment Enterprises Ltd.,Equity,4.01%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,3.81%,Equity Savings
The Federal Bank Ltd.,Equity,2.59%,Equity Savings
Larsen & Toubro Ltd.,Equity,2.25%,Equity Savings
Reliance Industries Ltd.,Equity,2.21%,Equity Savings
Manappuram Finance Ltd.,Equity,2.16%,Equity Savings
Bharti Airtel Ltd.,Equity,2.14%,Equity Savings
HDFC Bank Ltd.,Equity,1.65%,Equity Savings
ACC Ltd.,Equity,1.56%,Equity Savings
7.34 National Housing Bank Aug  7 2025,Debt,1.43%,Equity Savings
Indusind Bank Ltd.,Equity,1.32%,Equity Savings
Infosys Ltd.,Equity,1.21%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,1.19%,Equity Savings
Net Receivables/(Payable),Others,1.09%,Equity Savings
The Indian Hotels Company Ltd.,Equity,1.06%,Equity Savings
Tata Motors Ltd.,Equity,1.06%,Equity Savings
Indian Energy Exchange Ltd.,Equity,1.03%,Equity Savings
Indian Bank,Equity,0.96%,Equity Savings
Bajaj Finance Ltd.,Equity,0.94%,Equity Savings
ITC Ltd.,Equity,0.90%,Equity Savings
Adani Enterprises Ltd.,Equity,0.86%,Equity Savings
State Bank Of India,Equity,0.75%,Equity Savings
Maruti Suzuki India Ltd.,Equity,0.74%,Equity Savings
Punjab National Bank,Equity,0.72%,Equity Savings
Dr Reddys Laboratories Ltd.,Equity,0.65%,Equity Savings
Axis Bank Ltd.,Equity,0.61%,Equity Savings
Power Finance Corporation Ltd.,Equity,0.56%,Equity Savings
National Thermal Power Corporation Ltd.,Equity,0.53%,Equity Savings
Kaynes Technology India Pvt. Ltd.,Equity,0.52%,Equity Savings
Britannia Industries Ltd.,Equity,0.49%,Equity Savings
Yatra Online Ltd.,Equity,0.46%,Equity Savings
TVS Motor Company Ltd.,Equity,0.44%,Equity Savings
Ask Automotive Ltd.,Equity,0.44%,Equity Savings
Tata Consultancy Services Ltd.,Equity,0.44%,Equity Savings
United Spirits Ltd.,Equity,0.44%,Equity Savings
Glenmark Pharmaceuticals Ltd.,Equity,0.43%,Equity Savings
Ultratech Cement Ltd.,Equity,0.42%,Equity Savings
KPIT Technologies Ltd.,Equity,0.41%,Equity Savings
REC Ltd.,Equity,0.40%,Equity Savings
L&T Finance Holding Ltd.,Equity,0.38%,Equity Savings
Vedanta Ltd.,Equity,0.34%,Equity Savings
Multi Commodity Exchange of India Ltd.,Equity,0.33%,Equity Savings
Bank Of Baroda,Equity,0.33%,Equity Savings
NMDC Ltd.,Equity,0.32%,Equity Savings
Hindustan Petroleum Corporation Ltd.,Equity,0.32%,Equity Savings
HCL Technologies Ltd.,Equity,0.32%,Equity Savings
Hindustan Unilever Ltd.,Equity,0.31%,Equity Savings
Cholamandalam Investment & Finance Company Ltd.,Equity,0.27%,Equity Savings
Bharat Petroleum Corporation Ltd.,Equity,0.26%,Equity Savings
Nestle India Ltd.,Equity,0.25%,Equity Savings
Torrent Power Ltd.,Equity,0.25%,Equity Savings
Brookfield REIT,Others,0.25%,Equity Savings
Coal India Ltd.,Equity,0.25%,Equity Savings
Abbott India Ltd.,Equity,0.25%,Equity Savings
Hindalco Industries Ltd.,Equity,0.25%,Equity Savings
IDFC Ltd.,Equity,0.25%,Equity Savings
ABB India Ltd.,Equity,0.24%,Equity Savings
Bajaj Finserv Ltd.,Equity,0.24%,Equity Savings
JSW Infrastructure Ltd. (Erstwhile Sarvoday Advisory Services Pvt. Ltd.),Equity,0.24%,Equity Savings
Eicher Motors Ltd.,Equity,0.24%,Equity Savings
Ccl Products (India) Ltd.,Equity,0.24%,Equity Savings
Go Fashion (India) Ltd.,Equity,0.23%,Equity Savings
AIA Engineering Ltd.,Equity,0.23%,Equity Savings
Lupin Ltd.,Equity,0.23%,Equity Savings
Gabriel India Ltd.,Equity,0.22%,Equity Savings
Brigade Enterprises Ltd.,Equity,0.22%,Equity Savings
Zydus Lifesciences Ltd.,Equity,0.21%,Equity Savings
CreditAccess Grameen Ltd.,Equity,0.21%,Equity Savings
Syngene International Ltd.,Equity,0.21%,Equity Savings
Cummins India Ltd.,Equity,0.20%,Equity Savings
Stylam Industries Ltd.,Equity,0.20%,Equity Savings
Amber Enterprises India Ltd.,Equity,0.18%,Equity Savings
Cholamandalam Financial Holdings Ltd.,Equity,0.17%,Equity Savings
Tata Steel Ltd.,Equity,0.17%,Equity Savings
PI Industries Ltd.,Equity,0.17%,Equity Savings
Accrued Interest,Others,0.16%,Equity Savings
Coforge Ltd.,Equity,0.16%,Equity Savings
UNO Minda Ltd.,Equity,0.16%,Equity Savings
Jamna Auto Industries Ltd.,Equity,0.16%,Equity Savings
Ashok Leyland Ltd.,Equity,0.16%,Equity Savings
Trent Ltd.,Equity,0.15%,Equity Savings
Godrej Consumer Products Ltd.,Equity,0.14%,Equity Savings
ICICI Prudential Life Insurance Company Ltd.,Equity,0.14%,Equity Savings
Sundaram Finance Ltd.,Equity,0.14%,Equity Savings
Max Healthcare Institute Ltd.,Equity,0.13%,Equity Savings
Biocon Ltd.,Equity,0.13%,Equity Savings
Mindspace Business Parks Reit,Others,0.11%,Equity Savings
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.11%,Equity Savings
Innova Captab Ltd.,Equity,0.05%,Equity Savings
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.03%,Equity Savings
Polycab India Ltd.,Equity,0.02%,Equity Savings
SBI Cards & Payment Services Pvt. Ltd.,Equity,-0.04%,Equity Savings
TVS Motor Company Ltd.,Equity,-0.06%,Equity Savings
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,-0.11%,Equity Savings
Maruti Suzuki India Ltd.,Equity,-0.12%,Equity Savings
Biocon Ltd.,Equity,-0.13%,Equity Savings
Ashok Leyland Ltd.,Equity,-0.16%,Equity Savings
Coforge Ltd.,Equity,-0.16%,Equity Savings
NMDC Ltd.,Equity,-0.19%,Equity Savings
Lupin Ltd.,Equity,-0.23%,Equity Savings
Hindalco Industries Ltd.,Equity,-0.25%,Equity Savings
United Spirits Ltd.,Equity,-0.25%,Equity Savings
Bajaj Finance Ltd.,Equity,-0.26%,Equity Savings
Vedanta Ltd.,Equity,-0.34%,Equity Savings
Dr Reddys Laboratories Ltd.,Equity,-0.36%,Equity Savings
L&T Finance Holding Ltd.,Equity,-0.38%,Equity Savings
REC Ltd.,Equity,-0.41%,Equity Savings
Glenmark Pharmaceuticals Ltd.,Equity,-0.43%,Equity Savings
Punjab National Bank,Equity,-0.73%,Equity Savings
Infosys Ltd.,Equity,-0.75%,Equity Savings
Tata Motors Ltd.,Equity,-0.80%,Equity Savings
Adani Enterprises Ltd.,Equity,-0.87%,Equity Savings
The Indian Hotels Company Ltd.,Equity,-0.94%,Equity Savings
Indusind Bank Ltd.,Equity,-0.95%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,-0.99%,Equity Savings
Indian Energy Exchange Ltd.,Equity,-1.04%,Equity Savings
Reliance Industries Ltd.,Equity,-1.12%,Equity Savings
Larsen & Toubro Ltd.,Equity,-1.47%,Equity Savings
ACC Ltd.,Equity,-1.57%,Equity Savings
Bharti Airtel Ltd.,Equity,-1.62%,Equity Savings
Manappuram Finance Ltd.,Equity,-2.17%,Equity Savings
The Federal Bank Ltd.,Equity,-2.39%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,-3.45%,Equity Savings
ICICI Bank Ltd.,Equity,-3.71%,Equity Savings
Zee Entertainment Enterprises Ltd.,Equity,-4.05%,Equity Savings
Ambuja Cements Ltd.,Equity,-4.69%,Equity Savings
Adani Ports and Special Economic Zone Ltd.,Equity,-4.74%,Equity Savings
Derivative,Others,48.69%,Equity Savings
Term Deposit,Debt,12.65%,Equity Savings
Cash,Others,7.10%,Equity Savings
HDFC Bank Ltd.,Equity,6.48%,Equity Savings
Treasury Bill (182D),Others,6.30%,Equity Savings
ICICI Bank Ltd.,Equity,5.63%,Equity Savings
7.18 GOI Aug 14 2033,Debt,4.94%,Equity Savings
Mahindra & Mahindra Ltd.,Equity,4.54%,Equity Savings
Axis Bank Ltd.,Equity,3.64%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,3.48%,Equity Savings
7.06 GOI Apr 10 2028,Debt,3.26%,Equity Savings
Bajaj Auto Ltd.,Equity,3.11%,Equity Savings
Dr Reddys Laboratories Ltd.,Equity,2.65%,Equity Savings
Hindustan Unilever Ltd.,Equity,2.65%,Equity Savings
Tech Mahindra Ltd.,Equity,2.49%,Equity Savings
Asian Paints Ltd.,Equity,2.42%,Equity Savings
Hindustan Petroleum Corporation Ltd.,Equity,1.69%,Equity Savings
Reliance Industries Ltd.,Equity,1.52%,Equity Savings
State Bank Of India,Equity,1.44%,Equity Savings
Trent Ltd.,Equity,1.33%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,1.30%,Equity Savings
India Cements Ltd.,Equity,1.25%,Equity Savings
Ambuja Cements Ltd.,Equity,1.20%,Equity Savings
Lupin Ltd.,Equity,1.12%,Equity Savings
Havells India Ltd.,Equity,1.08%,Equity Savings
Titan Company Ltd.,Equity,0.97%,Equity Savings
Larsen & Toubro Ltd.,Equity,0.88%,Equity Savings
Power Grid Corporation Of India Ltd.,Equity,0.85%,Equity Savings
Infosys Ltd.,Equity,0.84%,Equity Savings
Bharat Petroleum Corporation Ltd.,Equity,0.78%,Equity Savings
Indian Oil Corporation Ltd.,Equity,0.69%,Equity Savings
Tata Motors Ltd.,Equity,0.65%,Equity Savings
Marico Ltd.,Equity,0.62%,Equity Savings
HCL Technologies Ltd.,Equity,0.54%,Equity Savings
Tata Power Company Ltd.,Equity,0.50%,Equity Savings
Kirloskar Oil Engines Ltd.,Equity,0.48%,Equity Savings
Container Corporation Of India Ltd.,Equity,0.47%,Equity Savings
Indusind Bank Ltd.,Equity,0.46%,Equity Savings
Bharti Airtel Ltd.,Equity,0.43%,Equity Savings
National Thermal Power Corporation Ltd.,Equity,0.43%,Equity Savings
GAIL (India) Ltd.,Equity,0.43%,Equity Savings
Sapphire Foods India Ltd.,Equity,0.36%,Equity Savings
Zomato Ltd.,Equity,0.36%,Equity Savings
Tata Steel Ltd.,Equity,0.35%,Equity Savings
Affle (India) Ltd.,Equity,0.34%,Equity Savings
Alkem Laboratories Ltd.,Equity,0.33%,Equity Savings
Bharat Electronics Ltd.,Equity,0.33%,Equity Savings
ACC Ltd.,Equity,0.32%,Equity Savings
United Spirits Ltd.,Equity,0.32%,Equity Savings
Maruti Suzuki India Ltd.,Equity,0.28%,Equity Savings
Jyothy Labs Ltd.,Equity,0.27%,Equity Savings
Amber Enterprises India Ltd.,Equity,0.26%,Equity Savings
ICICI Prudential Life Insurance Company Ltd.,Equity,0.26%,Equity Savings
Jubilant Foodworks Ltd.,Equity,0.24%,Equity Savings
Teamlease Services Ltd.,Equity,0.24%,Equity Savings
Ultratech Cement Ltd.,Equity,0.24%,Equity Savings
Metropolis Healthcare Ltd.,Equity,0.23%,Equity Savings
Hindustan Aeronautics Ltd.,Equity,0.22%,Equity Savings
SBI Cards & Payment Services Pvt. Ltd.,Equity,0.22%,Equity Savings
PB Fintech Ltd.,Equity,0.22%,Equity Savings
Oil & Natural Gas Corporation Ltd.,Equity,0.21%,Equity Savings
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.20%,Equity Savings
Nuvoco Vistas Corporation Ltd.,Equity,0.19%,Equity Savings
JK Lakshmi Cement Ltd.,Equity,0.19%,Equity Savings
Westlife Foodworld Ltd.,Equity,0.16%,Equity Savings
Voltas Ltd.,Equity,0.16%,Equity Savings
Eris Lifesciences Ltd.,Equity,0.15%,Equity Savings
Shankara Building Products Ltd.,Equity,0.05%,Equity Savings
Tata Motors Ltd.,Equity,-0.14%,Equity Savings
Container Corporation Of India Ltd.,Equity,-0.17%,Equity Savings
Marico Ltd.,Equity,-0.28%,Equity Savings
ACC Ltd.,Equity,-0.32%,Equity Savings
Tata Power Company Ltd.,Equity,-0.51%,Equity Savings
Indian Oil Corporation Ltd.,Equity,-0.69%,Equity Savings
Bharat Petroleum Corporation Ltd.,Equity,-0.79%,Equity Savings
Power Grid Corporation Of India Ltd.,Equity,-0.86%,Equity Savings
State Bank Of India,Equity,-0.93%,Equity Savings
Titan Company Ltd.,Equity,-0.98%,Equity Savings
Reliance Industries Ltd.,Equity,-0.98%,Equity Savings
Havells India Ltd.,Equity,-1.09%,Equity Savings
Lupin Ltd.,Equity,-1.13%,Equity Savings
Ambuja Cements Ltd.,Equity,-1.22%,Equity Savings
India Cements Ltd.,Equity,-1.26%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,-1.31%,Equity Savings
Trent Ltd.,Equity,-1.34%,Equity Savings
Hindustan Petroleum Corporation Ltd.,Equity,-1.70%,Equity Savings
Tech Mahindra Ltd.,Equity,-2.05%,Equity Savings
Asian Paints Ltd.,Equity,-2.44%,Equity Savings
Hindustan Unilever Ltd.,Equity,-2.58%,Equity Savings
Dr Reddys Laboratories Ltd.,Equity,-2.67%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,-2.99%,Equity Savings
Axis Bank Ltd.,Equity,-3.01%,Equity Savings
Bajaj Auto Ltd.,Equity,-3.13%,Equity Savings
ICICI Bank Ltd.,Equity,-4.43%,Equity Savings
Mahindra & Mahindra Ltd.,Equity,-4.55%,Equity Savings
HDFC Bank Ltd.,Equity,-5.16%,Equity Savings
Derivative,Others,32.55%,Equity Savings
HDFC Bank Ltd.,Equity,6.18%,Equity Savings
State Bank Of India,Equity,4.57%,Equity Savings
Titan Company Ltd.,Equity,4.07%,Equity Savings
ICICI Bank Ltd.,Equity,3.20%,Equity Savings
7.1 GOI Apr 18 2029,Debt,3.11%,Equity Savings
Maruti Suzuki India Ltd.,Equity,2.90%,Equity Savings
Larsen & Toubro Ltd.,Equity,2.67%,Equity Savings
Axis Bank Ltd.,Equity,2.33%,Equity Savings
Adani Ports and Special Economic Zone Ltd.,Equity,2.30%,Equity Savings
Sun Pharmaceuticals Ind Ltd.,Equity,2.18%,Equity Savings
Reverse Repo,Others,1.93%,Equity Savings
Infosys Ltd.,Equity,1.75%,Equity Savings
7.18 GOI Aug 14 2033,Debt,1.73%,Equity Savings
7.17 GOI Apr 17 2030,Debt,1.70%,Equity Savings
JSW Steel Ltd.,Equity,1.69%,Equity Savings
Tata Motors Ltd.,Equity,1.64%,Equity Savings
Triparty Repo,Others,1.63%,Equity Savings
Bharti Airtel Ltd.,Equity,1.61%,Equity Savings
7.38 GOI Jun 20 2027,Debt,1.50%,Equity Savings
Tata Steel Ltd.,Equity,1.47%,Equity Savings
Hindalco Industries Ltd.,Equity,1.45%,Equity Savings
8.2 Indus Towers Ltd. (Erstwhile Bharti Infratel Limited) Dec  6 2024,Debt,1.41%,Equity Savings
Reliance Industries Ltd.,Equity,1.39%,Equity Savings
National Thermal Power Corporation Ltd.,Equity,1.38%,Equity Savings
6 HDB Financial Services Ltd. Jun 19 2025,Debt,1.37%,Equity Savings
United Spirits Ltd.,Equity,1.36%,Equity Savings
Dr Reddys Laboratories Ltd.,Equity,1.36%,Equity Savings
4.04 GOI Oct  4 2028,Debt,1.27%,Equity Savings
Bajaj Finance Ltd.,Equity,1.26%,Equity Savings
Ashok Leyland Ltd.,Equity,1.21%,Equity Savings
GOI,Debt,1.18%,Equity Savings
8.12 ONGC Petro Additions Ltd. Nov 22 2024,Debt,1.13%,Equity Savings
Tata Power Company Ltd.,Equity,1.12%,Equity Savings
ITC Ltd.,Equity,1.08%,Equity Savings
Power Grid Infrastructure Investment Trust,Others,1.02%,Equity Savings
Mahindra & Mahindra Ltd.,Equity,1.02%,Equity Savings
8.6 Bharti Telecom Ltd. Dec  5 2024,Debt,0.99%,Equity Savings
7.65 Bajaj Housing Finance Ltd. Jul 21 2025,Debt,0.99%,Equity Savings
Embassy Office Parks Reit,Others,0.92%,Equity Savings
Gujarat Pipavav Port Ltd.,Equity,0.87%,Equity Savings
Brookfield REIT,Others,0.87%,Equity Savings
HCL Technologies Ltd.,Equity,0.86%,Equity Savings
8.95 Bharti Telecom Ltd. Dec  4 2026,Debt,0.85%,Equity Savings
Coal India Ltd.,Equity,0.85%,Equity Savings
Kotak Mahindra Bank Ltd.,Equity,0.81%,Equity Savings
Bajaj Auto Ltd.,Equity,0.77%,Equity Savings
Current Assets,Others,0.77%,Equity Savings
Cipla Ltd.,Equity,0.73%,Equity Savings
Hindustan Aeronautics Ltd.,Equity,0.71%,Equity Savings
7.75 Power Finance Corporation Ltd. Jun 11 2030,Debt,0.71%,Equity Savings
7.79 Small Industries Development Bank Of India Apr 19 2027,Debt,0.71%,Equity Savings
7.9 Bajaj Finance Ltd. Nov 17 2025,Debt,0.71%,Equity Savings
7.4 HDFC Bank Ltd. Jun  2 2025,Debt,0.70%,Equity Savings
7.4 Power Finance Corporation Ltd. May  8 2030,Debt,0.70%,Equity Savings
Dabur India Ltd.,Equity,0.69%,Equity Savings
Power Grid Corporation Of India Ltd.,Equity,0.63%,Equity Savings
Lupin Ltd.,Equity,0.56%,Equity Savings
Max Financial Services Ltd.,Equity,0.54%,Equity Savings
Bharat Petroleum Corporation Ltd.,Equity,0.54%,Equity Savings
