Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,Sector,CMP / BV,ROA 12M  %,Debt / Eq,ROE  %,Prom. Hold.  %,Earnings Yield  %,Pledged  %,Ind PE,EV  Rs.Cr.,No. Eq. Shares  Cr.,B.V.  Rs.,Inven TO,Quick Rat,Export  %,Piotski Scr,G Factor,Asset Turnover,Leverage,Unpledged Prom Hold  %,ROIC  %,Debtor days,Ind PBV,Credit Rate,WC Days,BEP  %,Graham's Number  Rs.,Cash Cycle,Days Payable,Days Receivable,Inventory Days,Public Hold  %,FII Hold  %,Chg in FII Hold  %,DII Hold  %,Chg in DII Hold  %,Symbol
Syrma SGS Tech.,535.5,71.68,9466.45,0.28,28.33,81.84,601.31,54.44,14.94,Electronics,6.15,6.58,0.24,11.15,47.27,2.25,0.0,71.44,9786.75,17.68,87.13,3.54,0.65,0.0,5,3,1.11,1.2,47.27,12.85,71.85,7.16,,88.57,8.67,121.15,95.4,115.65,71.85,139.19,34.24,9.27,4.66,9.24,0.66,NSE : SYRMA
Cyient DLM,622.4,153.67,4936.01,0.0,5.36,,217.15,,15.55,Electronics,,3.41,1.8,23.36,66.66,1.47,0.0,71.44,5124.46,7.93,,1.87,0.56,0.0,5,1,0.88,4.75,66.66,11.62,70.96,7.16,,64.68,6.81,,150.05,161.38,70.96,240.47,14.13,7.17,,12.02,,NSE : CYIENTDLM
Shivalik Bimetal,576.5,43.62,3320.88,0.09,20.23,18.23,113.07,15.74,37.71,Electronics,13.02,22.02,0.21,33.03,60.61,3.21,0.0,71.44,3356.47,5.76,44.27,1.74,1.32,0.0,6,5,1.27,1.3,60.61,27.59,69.47,7.16,,140.87,29.74,114.74,224.19,61.24,69.47,215.96,38.77,0.46,0.38,0.17,0.0,NSE : SBCL
DCX Systems,341.7,43.43,3305.05,0.0,9.85,71.01,170.1,-20.23,13.12,Electronics,5.83,6.62,0.9,20.92,71.73,3.69,0.0,71.44,3218.68,9.67,58.59,8.73,1.49,0.0,5,3,1.16,1.91,71.73,8.73,93.03,7.16,,132.08,9.74,103.15,123.33,44.43,93.03,74.73,18.29,0.69,-0.25,9.29,-0.4,NSE : DCXINDIA
Centum Electron,1652.35,198.79,2129.02,0.24,1.45,156.42,244.27,17.17,7.56,Electronics,10.1,0.67,1.46,3.23,58.8,2.03,0.0,71.44,2394.91,1.29,163.54,1.75,0.64,0.0,6,2,0.93,4.72,58.8,5.05,151.4,7.16,,66.64,4.54,174.89,195.43,185.47,151.4,229.5,33.42,0.11,0.03,7.66,1.32,NSE : CENTUM
Kernex Microsys.,431.2,,666.61,0.0,-0.94,73.73,0.96,-3.03,-23.54,Electronics,8.12,-22.05,0.13,-30.4,31.6,-2.59,8.77,71.44,644.71,1.55,53.13,0.26,3.46,0.0,2,3,0.04,1.11,28.83,-20.95,826.67,7.16,,2985.95,-16.4,,2365.62,42.71,826.67,1581.67,68.33,0.0,0.0,0.0,0.0,NSE - BE : KERNEX
CWD,789.35,132.59,285.07,,0.76,,13.76,,15.15,Electronics,13.03,6.96,0.22,10.92,72.29,1.19,0.0,71.44,289.15,0.36,60.59,1.27,1.45,5.06,3,4,0.74,1.57,72.29,12.88,21.85,7.16,,54.14,10.2,90.09,231.87,78.5,21.85,288.52,27.7,0.0,0.0,0.0,0.0,BSE: 543378
Lak. Mach. Works,15132.35,39.9,16165.89,0.65,93.8,29.17,1190.82,21.19,22.92,Engineering,6.91,9.48,0.0,16.95,31.13,3.55,0.0,35.2,15404.51,1.07,2189.04,5.03,0.89,0.0,8,5,1.22,1.65,31.13,25.11,17.99,5.2,,-15.75,13.39,4322.21,22.1,81.08,17.99,85.19,52.86,5.04,-0.03,10.96,-0.94,Not Found
MTAR Technologie,2723.95,77.98,8378.76,0.11,19.81,20.57,152.16,67.21,22.15,Engineering,13.5,11.41,0.23,17.91,39.14,1.92,6.64,49.22,8490.57,3.08,201.83,1.01,0.83,78.6,5,5,0.64,1.44,36.54,16.72,132.49,4.82,,230.21,15.32,398.28,360.28,295.85,132.49,523.64,28.32,4.52,2.01,28.02,0.45,NSE : MTARTECH
Sterling & Wils.,378.0,,7170.41,0.0,-95.32,73.07,514.96,-57.33,-64.87,Engineering,,-35.12,0.49,-338.18,69.04,-7.95,39.48,15.96,9104.84,18.97,-11.87,0.21,1.1,0.0,1,3,0.6,-14.86,41.78,-62.6,143.15,0.39,,271.11,-22.69,,143.15,,143.15,,21.14,4.26,0.13,5.57,0.02,NSE : SWSOLAR
Tega Inds.,982.0,35.78,6525.61,0.2,21.39,-7.2,268.07,9.66,21.39,Engineering,6.21,13.17,0.34,20.66,74.99,3.72,0.0,49.22,6837.19,6.65,158.09,2.08,1.31,0.0,5,3,0.87,1.33,74.99,17.53,121.21,4.82,,162.14,15.61,312.71,244.12,77.42,121.21,200.33,5.87,2.5,0.09,16.64,4.59,NSE : TEGA
Ideaforge Tech,984.8,134.37,4103.72,0.0,18.86,-54.28,97.07,-2.22,14.72,Engineering,,8.6,0.31,12.52,30.19,1.06,0.0,49.22,4197.78,4.17,,0.77,1.04,0.0,1,1,0.52,1.09,30.19,14.07,113.46,4.82,,378.66,9.13,,675.84,86.75,113.46,649.14,51.73,4.78,,13.31,,NSE : IDEAFORGE
Paras Defence,785.6,88.55,3063.84,0.0,6.2,-17.66,44.72,7.81,12.91,Engineering,7.42,7.5,0.0,9.09,58.94,1.7,0.0,49.22,3026.73,3.9,105.93,1.31,3.16,0.0,7,1,0.45,1.16,58.94,10.33,246.62,4.82,,338.63,10.21,145.41,482.22,87.32,246.62,322.93,38.73,0.11,-0.42,2.21,-0.36,NSE : PARAS
Skipper,241.75,53.35,2482.05,0.04,14.02,6576.19,554.58,33.28,11.87,Engineering,3.23,1.51,0.63,4.33,71.89,5.99,0.0,49.22,2935.9,10.27,74.8,1.58,0.49,0.0,8,4,0.92,2.81,71.89,7.85,66.39,4.82,,113.18,7.91,87.32,160.06,169.45,66.39,263.11,17.89,9.93,0.42,0.28,0.17,NSE : SKIPPER
The Anup Enginee,2167.6,33.12,2147.26,0.69,18.56,259.69,125.21,141.76,16.8,Engineering,4.9,8.82,0.08,12.4,42.94,4.17,0.0,49.22,2149.0,0.99,442.27,2.08,1.27,0.0,3,3,0.7,1.33,42.94,13.6,131.82,4.82,,126.7,13.94,807.47,232.34,108.32,131.82,208.83,43.17,2.35,-0.17,11.53,1.17,NSE : ANUP
Thejo Engg.,1700.0,55.71,1819.16,0.12,13.5,20.99,134.69,20.83,22.8,Engineering,9.27,10.57,0.23,18.08,54.44,2.8,0.0,49.22,1812.48,1.07,183.44,2.04,1.82,0.0,4,4,1.43,1.69,54.44,14.69,83.23,4.82,,75.94,13.99,353.62,122.65,161.09,83.23,200.51,45.07,0.14,0.14,0.45,0.45,NSE : THEJO
HMT,31.95,,1136.15,0.0,-29.83,9.79,45.99,43.23,,Engineering,,-18.51,,,93.69,-0.99,0.0,49.22,4612.66,35.56,-121.01,1.01,0.1,0.0,7,1,0.3,-0.16,93.69,,332.69,4.82,,-1546.36,-6.57,,425.08,211.27,332.69,303.65,0.71,0.0,0.0,0.0,0.0,NSE - BZ : HMT
Zee Entertainmen,262.55,121.36,25218.44,1.14,-53.42,-51.93,1983.8,7.63,7.96,Entertainment,2.35,2.64,0.03,3.3,3.98,2.89,5.38,48.82,24696.44,96.05,111.63,0.0,1.49,0.0,3,1,0.6,1.26,3.77,1.58,72.6,1.36,,354.55,5.2,,72.6,,72.6,,21.85,33.4,-2.99,40.62,2.59,NSE : ZEEL
Sun TV Network,620.8,13.56,24464.77,2.42,592.08,19.85,1349.22,10.67,26.02,Entertainment,2.64,17.92,0.01,19.58,75.0,10.27,0.0,48.82,23929.07,39.41,235.27,,7.23,0.0,7,5,0.4,1.03,75.0,24.89,142.66,1.36,,441.09,24.21,492.33,142.66,,142.66,,10.95,10.39,-0.17,3.67,0.06,NSE : SUNTV
PVR Inox,1779.0,,17430.07,0.0,-82.0,-253.38,1304.9,32.96,3.4,Entertainment,2.38,-2.79,1.1,-7.61,27.61,0.98,4.21,48.82,25120.38,9.8,748.2,6.17,0.38,0.0,6,4,0.32,1.62,26.45,2.67,17.76,1.36,,-55.23,1.5,,-509.34,605.19,17.76,78.09,12.42,26.83,-4.37,33.15,2.95,NSE : PVRINOX
TV18 Broadcast,49.05,76.42,8408.94,0.0,91.2,39.25,3176.03,151.06,3.32,Entertainment,1.8,1.11,0.94,2.46,60.4,2.37,0.0,48.82,12567.39,171.44,27.29,0.01,0.49,0.0,2,2,0.51,2.45,60.4,2.74,76.01,1.36,,380.89,2.16,21.53,76.01,,76.01,,28.36,8.5,-0.04,2.74,1.11,NSE : TV18BRDCST
Saregama India,392.3,40.87,7571.76,0.76,43.32,3.46,163.34,-1.63,17.59,Entertainment,5.64,10.28,0.0,12.82,58.83,3.62,0.0,48.82,7064.2,19.3,69.54,1.68,2.76,0.0,6,3,0.43,1.26,58.83,17.11,73.32,1.36,,97.92,15.0,122.73,225.75,113.99,73.32,266.42,20.86,17.79,0.09,2.27,-0.16,NSE : SAREGAMA
Tips Industries,330.15,49.05,4240.0,0.3,27.1,57.74,52.62,53.72,88.63,Entertainment,31.13,44.99,0.0,64.02,75.0,2.88,0.0,48.82,4143.07,12.84,10.61,,2.84,73.4,7,6,1.1,1.25,75.0,74.12,39.61,1.36,,2.5,61.91,39.98,39.61,,39.61,,24.95,0.06,0.01,0.0,0.0,NSE : TIPSINDLTD
Wonderla Holiday,623.15,20.86,3525.37,0.4,84.47,31.21,184.64,23.57,22.0,Entertainment,3.71,14.49,0.01,16.41,69.72,6.67,0.0,19.71,3396.59,5.66,167.9,6.17,4.09,0.0,8,6,0.43,1.04,69.72,16.91,1.18,6.07,,-5.03,21.06,335.94,-133.46,212.67,1.18,78.03,21.26,5.42,-0.27,3.61,0.66,NSE : WONDERLA
Dish TV India,18.1,14.7,3332.73,0.0,20.54,15.07,500.16,-17.82,32.62,Entertainment,,4.01,0.4,304.24,4.04,2.94,11.68,48.82,3223.95,184.13,-4.28,1.89,0.14,0.0,7,4,0.4,-7.08,3.57,32.62,14.9,1.36,,-746.59,2.1,,14.9,,14.9,,83.32,10.29,0.38,2.33,0.0,NSE : DISHTV
Hathway Cable,16.9,42.31,2991.48,0.0,22.36,6.73,499.23,11.64,2.15,Entertainment,0.72,1.36,0.0,1.55,75.0,3.82,0.0,48.82,2645.66,177.01,23.63,10.42,1.01,0.0,7,2,0.39,1.13,75.0,3.92,28.5,1.36,,-66.24,2.09,14.15,28.5,,28.5,,18.07,6.52,-0.08,0.41,-0.4,NSE : HATHWAY
Imagica. Enter.,56.7,7.77,2732.2,0.0,589.15,-24.44,100.33,12.91,34.81,Entertainment,9.92,36.62,3.43,,70.86,4.68,0.0,19.71,3472.95,48.19,5.71,0.43,0.14,0.0,6,4,0.25,4.21,70.86,26.48,6.69,6.07,,-37.98,14.68,32.01,-98.26,300.51,6.69,195.57,20.28,0.04,-0.01,8.81,-2.51,Not Found
Indian Metals,392.9,10.31,2119.86,2.55,110.52,-17.67,701.73,-5.61,18.05,Ferro Alloys,1.13,8.51,0.18,12.95,58.69,14.98,0.0,8.19,2427.42,5.4,347.12,2.47,0.89,0.0,6,6,0.98,1.46,58.69,14.8,11.68,1.38,,116.83,13.7,540.19,121.51,52.3,11.68,162.13,39.55,1.67,0.27,0.08,0.07,NSE : IMFA
Jainam Ferro,133.6,6.07,141.1,0.0,2.84,,90.04,,51.17,Ferro Alloys,1.62,22.16,0.0,37.03,73.47,35.36,0.0,8.19,92.02,1.06,82.57,5.57,3.12,0.0,4,6,2.43,1.67,73.47,47.17,12.69,1.38,,18.31,29.04,202.23,16.04,62.22,12.69,65.57,26.53,0.0,0.0,0.0,0.0,NSE - SM : JAINAM
Coromandel Inter,1111.0,16.29,32703.45,1.08,494.03,-1.01,5693.39,-0.62,38.28,Fertilizers,4.13,15.72,0.05,28.12,57.4,9.14,0.01,20.79,31678.27,29.44,268.96,5.91,0.99,0.0,5,5,2.32,1.61,57.39,32.45,7.26,1.14,,36.94,20.35,642.94,-6.69,82.63,7.26,68.68,14.46,7.56,-1.84,20.59,1.73,NSE : COROMANDEL
F A C T,467.2,46.67,30231.2,0.0,71.81,-9.53,1232.57,-4.63,33.46,Fertilizers,23.73,12.6,1.45,83.78,90.0,3.01,0.0,20.79,29753.44,64.71,19.69,4.46,0.83,0.0,6,3,1.27,3.82,90.0,29.5,28.2,1.14,,-12.75,16.49,61.24,86.84,36.94,28.2,95.58,,,,,,NSE : FACT
Chambal Fert.,278.95,11.26,11610.12,2.69,338.6,-0.91,5589.28,-23.34,16.03,Fertilizers,1.64,7.71,0.46,14.75,60.56,11.78,26.43,20.79,14831.74,41.62,169.82,10.91,0.77,0.0,6,5,2.13,1.82,44.55,14.69,23.14,1.14,,27.75,13.69,307.66,26.14,22.44,23.14,25.45,17.82,9.64,0.6,11.98,-1.29,NSE : CHAMBLFERT
G S F C,177.6,6.78,7076.96,5.63,106.25,-70.14,2031.53,-33.64,13.38,Fertilizers,0.59,9.31,0.0,10.94,37.84,21.27,0.0,20.79,5656.52,39.85,300.23,6.6,4.02,0.0,7,5,0.81,1.16,37.84,19.06,15.88,1.14,,92.0,8.73,420.59,47.15,31.13,15.88,62.4,33.41,20.54,-0.82,2.57,0.43,NSE : GSFC
R C F,121.8,10.5,6719.58,1.31,67.79,-83.61,4042.95,-18.43,21.06,Fertilizers,1.46,8.84,0.41,21.14,75.0,12.38,0.0,20.79,8531.66,55.17,83.2,7.24,0.85,0.0,7,4,2.12,2.21,75.0,19.58,44.39,1.14,,48.22,10.88,157.87,61.65,60.47,44.39,77.73,22.37,2.27,-0.1,0.35,-0.82,NSE : RCF
Paradeep Phospha,72.15,48.33,5878.35,0.69,-119.41,-290.6,3054.33,25.45,10.75,Fertilizers,1.68,3.27,1.33,10.6,56.1,4.94,0.0,20.79,10416.42,81.47,43.04,4.68,0.75,0.0,2,3,1.44,2.65,56.1,6.8,100.95,1.14,,124.06,4.83,38.02,112.14,65.77,100.95,76.96,16.15,5.25,0.14,22.48,0.71,NSE : PARADEEP
Natl.Fertilizer,67.95,16.62,3333.49,4.11,-143.93,-228.97,5051.23,-21.74,14.92,Fertilizers,1.2,3.88,1.44,18.04,74.71,8.52,0.0,20.79,7310.07,49.06,56.54,9.87,0.67,0.0,5,4,2.52,4.24,74.71,8.45,50.76,1.14,,49.99,4.88,72.12,74.91,32.27,50.76,56.42,13.01,0.39,-0.15,11.89,-0.51,Not Found
M B Agro Prod.,635.9,27.11,2786.1,0.04,7.24,-74.75,149.03,-30.04,37.76,Fertilizers,8.48,21.02,0.98,46.54,74.26,5.4,0.0,20.79,3087.48,4.38,74.95,3.43,0.9,0.0,4,2,1.66,1.8,74.26,20.35,74.06,1.14,,164.75,22.42,198.9,191.12,8.38,74.06,125.44,,,,,,NSE : MBAPL
S P I C,70.15,5.1,1428.53,2.14,51.39,-28.44,568.94,-24.2,29.53,Fertilizers,1.45,15.45,0.41,35.81,53.38,19.57,0.0,20.79,1811.67,20.36,48.41,6.35,0.83,0.0,6,6,1.45,1.97,53.38,33.16,1.3,1.14,,41.22,16.1,122.44,-67.16,108.07,1.3,39.61,,,,,,BSE: 500285
Mangalore Chem.,111.05,8.17,1316.16,1.35,49.29,116.18,958.03,-6.19,13.27,Fertilizers,1.64,5.01,1.71,18.12,60.63,14.21,75.86,20.79,2327.2,11.85,67.77,7.07,0.93,0.0,7,5,1.35,3.35,14.64,9.64,75.9,1.14,,78.46,12.43,143.99,75.68,37.31,75.9,37.09,37.44,0.84,-0.02,0.19,0.0,NSE : MANGCHEFER
Bajaj Finance,7320.6,35.89,443210.52,0.41,3436.89,32.38,12497.81,34.61,11.77,Finance,8.15,4.72,3.99,23.48,55.87,4.67,0.0,23.99,655596.49,60.54,898.07,,1.65,0.0,4,5,0.17,4.49,55.87,11.77,11.46,1.18,,-14.0,11.12,2030.11,11.46,,11.46,,10.99,20.09,0.93,12.83,-0.09,NSE : BAJFINANCE
Bajaj Finserv,1514.5,34.27,241636.78,0.05,3709.42,48.36,23279.98,46.52,12.69,Finance,5.2,3.31,4.57,14.81,60.79,7.13,0.01,23.99,448524.53,159.55,291.35,,0.18,0.0,4,5,0.22,7.96,60.78,12.69,15.38,1.18,,-444.21,7.89,538.68,15.38,,15.38,,24.66,7.17,0.14,7.3,0.2,NSE : BAJAJFINSV
Jio Financial,245.15,6195.34,155750.76,0.0,,,,,0.29,Finance,,0.19,0.03,0.19,45.8,0.03,0.0,23.99,151493.36,635.33,,,2676.86,0.0,5,1,0.0,0.56,45.8,0.46,0.0,1.18,,2861.72,0.16,,0.0,,0.0,,,,,,,NSE : JIOFIN
Cholaman.Inv.&Fn,1128.85,33.0,92821.2,0.18,709.94,26.32,4082.06,47.37,9.72,Finance,6.47,2.72,6.79,20.41,51.46,5.57,0.0,23.99,187171.6,82.23,174.54,,2.17,0.0,2,5,0.13,6.83,51.46,9.72,2.81,1.18,,-21.24,9.17,366.63,2.81,,2.81,,7.25,20.92,1.29,20.37,-1.08,Not Found
Bajaj Holdings,7340.8,15.42,81695.76,1.68,1415.74,46.03,104.07,13.95,11.51,Finance,1.85,9.26,0.0,11.15,51.46,6.69,0.0,23.99,81749.08,11.13,3969.93,1.87,5.08,0.0,7,6,0.01,1.21,51.46,879.0,4.58,1.18,,172.48,10.28,6520.04,4.58,,4.58,,31.11,12.39,0.05,5.04,0.07,NSE : BAJAJHLDNG
SBI Cards,840.3,35.75,79532.13,0.3,593.31,-5.36,3911.88,26.18,13.05,Finance,8.09,5.63,3.16,25.69,68.96,4.48,0.0,23.99,109287.27,94.65,103.9,,0.7,0.0,5,4,0.34,4.08,68.96,13.05,3.8,1.18,,-73.05,10.75,234.56,3.8,,3.8,,4.37,9.48,1.03,17.17,-0.3,NSE : SBICARD
I R F C,55.75,11.69,72856.92,2.69,1556.57,-6.32,6679.17,18.69,5.32,Finance,1.55,1.35,8.72,14.66,86.36,5.15,0.0,8.18,482331.07,1306.85,35.99,,15.68,0.0,5,3,0.05,10.35,86.36,5.19,3729.86,1.07,,6995.35,5.1,62.14,3729.86,,3729.86,,10.49,1.14,-0.01,2.02,-0.6,NSE : IRFC
Shriram Finance,1912.05,11.27,71744.02,1.83,1712.19,26.24,8287.39,16.18,12.14,Finance,1.65,3.41,3.79,17.27,25.48,10.09,0.0,23.99,220241.39,37.52,1162.12,,9.51,0.0,4,7,0.17,4.05,25.48,12.14,0.2,1.18,,5.36,10.56,2206.06,0.2,,0.2,,4.49,55.36,5.58,14.66,2.92,NSE : SHRIRAMFIN
Power Fin.Corpn.,257.4,3.99,67955.7,5.15,5982.14,33.92,20992.49,13.28,9.38,Finance,0.81,2.51,8.93,20.4,55.99,9.6,0.0,8.18,815012.2,264.01,318.77,,1.49,0.0,5,8,0.09,10.02,55.99,9.38,0.81,1.07,,56.55,8.73,680.56,0.81,,0.81,,8.42,17.49,1.0,18.1,-0.53,Not Found
REC Ltd,238.8,5.38,62881.39,5.28,2968.05,20.94,11087.56,16.74,9.14,Finance,1.08,2.55,6.55,20.41,52.63,9.08,0.0,8.18,441275.54,263.32,220.72,,1.36,0.0,4,8,0.09,7.54,52.63,292.28,1.04,1.07,,67.57,8.61,469.36,1.04,,1.04,,13.41,21.9,0.38,12.02,0.15,NSE : RECLTD
Hind. Unilever,2504.8,56.8,588525.62,1.56,2556.0,8.05,15496.0,5.96,26.61,FMCG,11.7,14.2,0.02,20.47,61.9,2.36,0.0,51.45,585066.62,234.96,214.1,6.89,0.83,0.0,7,4,0.84,1.43,61.9,18.6,18.55,29.0,,-12.69,18.93,459.38,-49.98,123.25,18.55,54.73,12.09,14.48,0.12,11.47,-0.04,Not Found
Nestle India,21915.55,77.56,211300.34,1.0,698.34,36.87,4658.53,15.15,137.75,FMCG,73.97,27.72,0.1,108.31,62.76,1.82,0.0,55.76,210909.47,9.64,296.3,3.97,0.52,4.09,7,5,1.96,3.5,62.76,75.97,4.15,38.46,,-15.11,40.62,1372.53,3.86,110.11,4.15,109.83,15.82,12.38,0.32,9.05,-0.14,NSE : NESTLEIND
Varun Beverages,910.45,62.96,118278.02,0.14,1005.42,26.21,5611.4,13.25,27.77,FMCG,18.23,15.04,0.57,33.54,63.61,2.23,0.04,43.92,121692.2,129.91,49.95,3.92,0.41,0.0,9,6,1.24,2.08,63.59,20.93,8.29,3.72,,31.63,20.2,127.48,76.48,48.05,8.29,116.24,6.52,26.71,0.71,3.16,-0.51,NSE : VBL
Britannia Inds.,4484.35,50.67,108013.77,1.61,455.45,35.66,4010.7,8.37,48.84,FMCG,30.56,24.05,0.85,66.62,50.55,2.7,0.0,55.76,110813.16,24.09,146.73,7.7,0.42,0.0,7,4,1.93,2.39,50.55,74.48,7.37,38.46,,0.99,32.04,578.53,-2.36,55.13,7.37,45.41,15.69,21.29,1.85,12.46,-1.76,NSE : BRITANNIA
Godrej Consumer,1005.35,58.02,102823.02,0.0,318.82,7.69,3448.91,10.37,16.51,FMCG,7.45,10.18,0.08,13.46,63.22,2.42,0.66,48.04,103561.88,102.28,134.88,3.74,0.63,0.0,5,3,0.79,1.21,62.8,16.66,34.13,5.05,,22.4,14.38,223.03,18.56,99.28,34.13,83.71,5.87,23.53,-0.19,7.37,0.26,NSE : GODREJCP
Dabur India,553.35,57.16,98055.54,0.94,456.61,3.7,3130.47,10.91,23.32,FMCG,10.93,13.02,0.13,19.46,66.23,2.36,0.0,48.04,98903.41,177.2,50.65,2.45,0.41,0.0,2,3,0.89,1.45,66.23,41.51,26.87,5.05,,9.74,17.13,105.5,14.18,170.86,26.87,158.17,5.57,19.39,-0.34,8.75,0.44,NSE : DABUR
Marico,569.35,54.23,73640.03,0.79,436.0,15.09,2477.0,-3.17,43.02,FMCG,19.38,20.85,0.16,35.85,59.42,2.55,0.13,48.04,73492.03,129.34,29.38,3.62,0.83,0.0,5,3,1.57,1.64,59.34,37.58,37.94,5.05,,21.38,27.56,83.32,20.46,111.81,37.94,94.33,5.2,24.96,-0.01,10.2,0.21,NSE : MARICO
Colgate-Palmoliv,1939.4,46.82,52748.89,2.01,273.68,32.92,1323.67,10.6,79.13,FMCG,30.73,36.48,0.04,61.15,51.0,2.93,0.0,51.45,51894.85,27.2,63.11,5.32,1.12,0.0,7,5,1.81,1.69,51.0,79.18,10.99,29.0,,-31.26,52.79,240.85,-75.61,154.84,10.99,68.24,19.41,21.8,0.3,7.52,0.18,Not Found
P & G Hygiene,16119.25,77.16,52324.27,0.5,151.24,255.44,852.53,9.81,100.53,FMCG,55.31,35.52,0.0,80.56,70.64,1.66,0.0,51.45,51350.31,3.25,291.44,7.33,1.18,0.0,8,4,2.05,2.02,70.64,117.71,20.15,29.0,,-52.56,39.81,1170.43,-144.74,213.13,20.15,48.24,12.73,1.13,0.08,15.49,0.05,NSE : PGHH
Hatsun Agro,1180.85,135.54,26303.29,0.51,80.16,54.3,2150.64,6.75,10.95,FMCG,18.26,4.42,1.24,12.65,73.11,1.41,0.0,43.92,28054.22,22.27,64.68,9.1,0.15,0.0,6,3,1.99,2.53,73.11,8.66,0.39,3.72,,13.9,10.51,112.6,27.98,12.99,0.39,40.58,14.28,4.07,0.01,8.54,0.14,NSE : HATSUN
GAIL (India),121.35,19.33,79788.83,3.3,1792.99,-44.88,32788.63,-13.48,9.79,Gas Distribution,1.23,5.49,0.27,8.69,51.91,6.01,0.0,14.6,96502.04,657.51,98.75,27.86,0.67,0.0,4,4,1.43,1.57,51.91,10.7,26.76,1.72,,13.93,5.38,118.49,23.36,20.24,26.76,16.84,6.01,16.09,-0.31,18.06,0.13,NSE : GAIL
Adani Total Gas,633.85,124.85,69711.46,0.04,150.22,8.56,1056.06,1.32,20.74,Gas Distribution,23.7,10.86,0.48,20.39,74.8,1.14,0.0,14.6,70761.71,109.98,26.74,37.79,0.35,0.0,6,3,0.87,1.71,74.8,28.67,22.49,1.72,,-49.83,14.33,55.27,-3.04,36.29,22.49,10.76,4.97,14.08,-2.24,6.15,0.01,NSE : ATGL
Petronet LNG,219.55,9.89,32932.5,1.37,789.85,12.69,11656.05,-18.28,26.55,Gas Distribution,2.21,14.88,0.22,22.85,50.0,15.64,0.0,14.6,30597.48,150.0,99.56,62.27,3.69,0.0,6,5,2.75,1.46,50.0,19.37,23.4,1.72,,21.54,21.35,222.97,20.08,11.12,23.4,7.8,10.77,34.27,-0.54,4.97,0.42,NSE : PETRONET
Indraprastha Gas,467.05,22.35,32693.54,2.78,438.4,4.17,3406.99,6.67,27.28,Gas Distribution,4.61,13.0,0.01,20.61,45.0,6.52,0.0,14.6,30143.08,70.0,101.24,210.66,0.99,0.0,7,5,1.27,1.57,45.0,25.25,23.31,1.72,,-67.43,16.69,218.16,-6.5,31.53,23.31,1.72,7.72,21.94,0.67,20.17,-0.11,NSE : IGL
Guj.St.Petronet,277.35,10.41,15648.4,1.8,434.03,-29.19,4108.33,-25.8,35.05,Gas Distribution,1.66,14.36,0.02,18.9,37.63,20.23,0.0,14.6,14425.15,56.42,167.47,49.97,0.95,0.0,7,5,1.11,1.73,37.63,22.48,23.0,1.72,,-24.71,16.85,316.87,9.71,21.03,23.0,7.74,18.62,16.55,-0.17,25.2,0.32,Not Found
Mahanagar Gas,1030.3,10.46,10177.07,2.52,368.4,98.92,1537.79,5.71,26.79,Gas Distribution,2.46,14.03,0.03,20.44,32.5,13.03,0.0,14.6,10063.81,9.88,418.54,144.62,1.26,0.0,8,6,1.12,1.36,32.5,22.83,17.04,1.72,,13.79,21.74,963.25,-6.7,26.52,17.04,2.79,9.96,32.38,1.43,15.15,0.22,NSE : MGL
Deep Industries,244.05,15.13,1561.92,0.76,31.01,55.11,101.32,38.51,8.59,Gas Distribution,1.13,6.21,0.05,7.04,63.49,8.44,0.0,14.6,1589.0,6.4,215.51,3.39,4.27,0.0,7,3,0.24,1.03,63.49,6.43,269.77,1.72,,419.42,8.45,331.02,245.12,139.93,269.77,115.28,35.32,1.19,-0.26,0.0,0.0,NSE : DEEPINDS
Deep Energy,155.0,278.65,496.0,0.0,-0.4,-3100.0,0.51,-35.44,0.8,Gas Distribution,1.24,0.37,0.09,0.51,67.99,0.58,0.0,14.6,528.78,3.2,124.85,4.5,0.58,0.0,7,3,0.06,1.46,67.99,0.87,4.36,1.72,,-546.35,0.52,39.53,-1584.31,1666.17,4.36,77.5,30.33,1.69,0.01,0.0,-0.06,NSE : DEEPENR
Asahi India Glas,587.55,39.87,14283.34,0.34,102.79,-3.24,1088.62,18.0,20.4,Glass & Glass Products,6.88,8.54,0.68,18.6,54.24,4.2,3.96,28.81,15566.38,24.31,85.34,2.29,0.44,0.0,6,4,0.96,2.01,52.09,13.55,30.61,4.96,,56.0,14.28,169.05,76.96,224.95,30.61,271.3,40.42,3.62,-0.17,1.72,-0.01,NSE : ASAHIINDIA
Borosil Renew.,444.25,185.8,5798.92,0.0,-11.53,-127.63,354.5,108.55,,Glass & Glass Products,6.31,,0.46,,61.61,1.16,0.0,28.81,6086.92,13.05,70.45,,0.91,43.42,0,4,,,61.61,5.69,38.21,4.96,,82.25,4.31,61.59,446.59,208.28,38.21,616.66,32.02,6.29,0.11,0.07,-0.03,NSE : BORORENEW
Borosil,431.25,67.04,4936.35,0.0,6.38,-58.84,250.56,15.88,10.82,Glass & Glass Products,5.71,6.42,0.12,8.49,70.28,2.05,0.0,28.81,5030.36,11.45,75.48,2.16,0.71,7.22,2,4,0.93,1.25,70.28,9.83,33.25,4.96,,73.15,8.5,107.49,191.97,54.88,33.25,213.6,27.4,2.15,0.01,0.19,0.0,NSE : BORORENEW
